dataset_pid,dataset_pid_url,dataset_url,publication_date,dataset_version_number,dataset_version_create_time,dataverse_collection_alias,keywordValue,keywordTermURI,keywordVocabulary,keywordVocabularyURI
doi:10.7910/DVN/JZSQTM,https://doi.org/10.7910/DVN/JZSQTM,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JZSQTM,,DRAFT,2023-08-14T06:50:36Z,MORU,Mortality,,MeSH,http://id.nlm.nih.gov/mesh/D009026
doi:10.7910/DVN/JZSQTM,https://doi.org/10.7910/DVN/JZSQTM,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JZSQTM,,DRAFT,2023-08-14T06:50:36Z,MORU,Inflammation,,MeSH,http://id.nlm.nih.gov/mesh/D007249
doi:10.7910/DVN/HTKVP4,https://doi.org/10.7910/DVN/HTKVP4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HTKVP4,,DRAFT,2023-08-14T08:13:20Z,MORU,"Drug Resistance, Microbial",,MeSH,http://id.nlm.nih.gov/mesh/D004352
doi:10.7910/DVN/HTKVP4,https://doi.org/10.7910/DVN/HTKVP4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HTKVP4,,DRAFT,2023-08-14T08:13:20Z,MORU,Bacterial Infections,,MeSH,http://id.nlm.nih.gov/mesh/D001424
doi:10.7910/DVN/HTKVP4,https://doi.org/10.7910/DVN/HTKVP4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HTKVP4,,DRAFT,2023-08-14T08:13:20Z,MORU,Escherichia coli,,MeSH,http://id.nlm.nih.gov/mesh/D004926
doi:10.7910/DVN/HTKVP4,https://doi.org/10.7910/DVN/HTKVP4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HTKVP4,,DRAFT,2023-08-14T08:13:20Z,MORU,Klebsiella pneumoniae,,MeSH,http://id.nlm.nih.gov/mesh/D007711
doi:10.7910/DVN/HTKVP4,https://doi.org/10.7910/DVN/HTKVP4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HTKVP4,,DRAFT,2023-08-14T08:13:20Z,MORU,Acinetobacter baumannii,,MeSH,http://id.nlm.nih.gov/mesh/D040981
doi:10.7910/DVN/HTKVP4,https://doi.org/10.7910/DVN/HTKVP4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HTKVP4,,DRAFT,2023-08-14T08:13:20Z,MORU,Salmonella,,MeSH,http://id.nlm.nih.gov/mesh/D012475
doi:10.7910/DVN/HTKVP4,https://doi.org/10.7910/DVN/HTKVP4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HTKVP4,,DRAFT,2023-08-14T08:13:20Z,MORU,Staphylococcus aureus,,MeSH,http://id.nlm.nih.gov/mesh/D013211
doi:10.7910/DVN/HTKVP4,https://doi.org/10.7910/DVN/HTKVP4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HTKVP4,,DRAFT,2023-08-14T08:13:20Z,MORU,Streptococcus pneumoniae,,MeSH,http://id.nlm.nih.gov/mesh/D013296
doi:10.7910/DVN/HTKVP4,https://doi.org/10.7910/DVN/HTKVP4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HTKVP4,,DRAFT,2023-08-14T08:13:20Z,MORU,Neisseria meningitidis,,MeSH,http://id.nlm.nih.gov/mesh/D009345
doi:10.7910/DVN/HTKVP4,https://doi.org/10.7910/DVN/HTKVP4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HTKVP4,,DRAFT,2023-08-14T08:13:20Z,MORU,Mortality,,MeSH,http://id.nlm.nih.gov/mesh/D009026
doi:10.7910/DVN/UI4BFN,https://doi.org/10.7910/DVN/UI4BFN,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/UI4BFN,,DRAFT,2023-08-11T03:26:53Z,MORU,"Malaria, Falciparum",,MeSH,http://id.nlm.nih.gov/mesh/D016778
doi:10.7910/DVN/UI4BFN,https://doi.org/10.7910/DVN/UI4BFN,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/UI4BFN,,DRAFT,2023-08-11T03:26:53Z,MORU,Acidosis,,MeSH,http://id.nlm.nih.gov/mesh/D000138
doi:10.7910/DVN/UI4BFN,https://doi.org/10.7910/DVN/UI4BFN,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/UI4BFN,,DRAFT,2023-08-11T03:26:53Z,MORU,Metabolomics,,MeSH,http://id.nlm.nih.gov/mesh/D055432
doi:10.7910/DVN/QYW6VO,https://doi.org/10.7910/DVN/QYW6VO,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QYW6VO,,DRAFT,2023-08-11T10:15:50Z,MORU,Antimicrobial Stewardship,,MeSH,http://id.nlm.nih.gov/mesh/D000073602
doi:10.7910/DVN/QYW6VO,https://doi.org/10.7910/DVN/QYW6VO,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QYW6VO,,DRAFT,2023-08-11T10:15:50Z,MORU,"Drug Resistance, Microbial",,MeSH,http://id.nlm.nih.gov/mesh/D004352
doi:10.7910/DVN/QYW6VO,https://doi.org/10.7910/DVN/QYW6VO,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QYW6VO,,DRAFT,2023-08-11T10:15:50Z,MORU,Drug Prescriptions,,MeSH,http://id.nlm.nih.gov/mesh/D011307
doi:10.7910/DVN/QYW6VO,https://doi.org/10.7910/DVN/QYW6VO,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QYW6VO,,DRAFT,2023-08-11T10:15:50Z,MORU,Antimicrobial Stewardship,,MeSH,http://id.nlm.nih.gov/mesh/D000073602
doi:10.7910/DVN/RT5UFH,https://doi.org/10.7910/DVN/RT5UFH,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RT5UFH,,DRAFT,2023-08-14T16:26:18Z,MORU,Malaria,,MeSH,http://id.nlm.nih.gov/mesh/D008288
doi:10.7910/DVN/RT5UFH,https://doi.org/10.7910/DVN/RT5UFH,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RT5UFH,,DRAFT,2023-08-14T16:26:18Z,MORU,Disease Hotspot,,MeSH,http://id.nlm.nih.gov/mesh/D000086822
doi:10.7910/DVN/RT5UFH,https://doi.org/10.7910/DVN/RT5UFH,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RT5UFH,,DRAFT,2023-08-14T16:26:18Z,MORU,Spatial Regression,,MeSH,http://id.nlm.nih.gov/mesh/D000068916
doi:10.7910/DVN/RT5UFH,https://doi.org/10.7910/DVN/RT5UFH,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RT5UFH,,DRAFT,2023-08-14T16:26:18Z,MORU,Cluster Analysis,,MeSH,http://id.nlm.nih.gov/mesh/D016000
doi:10.7910/DVN/JJGXQK,https://doi.org/10.7910/DVN/JJGXQK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JJGXQK,,DRAFT,2023-08-14T17:15:36Z,MORU,Tuberculosis,,MeSH,http://id.nlm.nih.gov/mesh/D014376
doi:10.7910/DVN/JJGXQK,https://doi.org/10.7910/DVN/JJGXQK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JJGXQK,,DRAFT,2023-08-14T17:15:36Z,MORU,HIV,,MeSH,http://id.nlm.nih.gov/mesh/D006678
doi:10.7910/DVN/JJGXQK,https://doi.org/10.7910/DVN/JJGXQK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JJGXQK,,DRAFT,2023-08-14T17:15:36Z,MORU,"Tuberculosis, Multidrug-Resistant",,MeSH,http://id.nlm.nih.gov/mesh/D018088
doi:10.7910/DVN/JJGXQK,https://doi.org/10.7910/DVN/JJGXQK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JJGXQK,,DRAFT,2023-08-14T17:15:36Z,MORU,Isoniazid,,MeSH,http://id.nlm.nih.gov/mesh/D007538
doi:10.7910/DVN/JJGXQK,https://doi.org/10.7910/DVN/JJGXQK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JJGXQK,,DRAFT,2023-08-14T17:15:36Z,MORU,Rifampin,,MeSH,http://id.nlm.nih.gov/mesh/D012293
doi:10.7910/DVN/JJGXQK,https://doi.org/10.7910/DVN/JJGXQK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JJGXQK,,DRAFT,2023-08-14T17:15:36Z,MORU,Pyrazinamide,,MeSH,http://id.nlm.nih.gov/mesh/D011718
doi:10.7910/DVN/JJGXQK,https://doi.org/10.7910/DVN/JJGXQK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JJGXQK,,DRAFT,2023-08-14T17:15:36Z,MORU,Ethambutol,,MeSH,http://id.nlm.nih.gov/mesh/D004977
doi:10.7910/DVN/OMKJYE,https://doi.org/10.7910/DVN/OMKJYE,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OMKJYE,,DRAFT,2023-08-15T03:13:46Z,MORU,Melioidosis,,MeSH,http://id.nlm.nih.gov/mesh/D008554
doi:10.7910/DVN/OMKJYE,https://doi.org/10.7910/DVN/OMKJYE,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OMKJYE,,DRAFT,2023-08-15T03:13:46Z,MORU,Disease Eradication,,MeSH,http://id.nlm.nih.gov/mesh/D060740
doi:10.7910/DVN/OMKJYE,https://doi.org/10.7910/DVN/OMKJYE,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OMKJYE,,DRAFT,2023-08-15T03:13:46Z,MORU,"Trimethoprim, Sulfamethoxazole Drug Combination",,MeSH,http://id.nlm.nih.gov/mesh/D015662
doi:10.7910/DVN/OMKJYE,https://doi.org/10.7910/DVN/OMKJYE,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OMKJYE,,DRAFT,2023-08-15T03:13:46Z,MORU,Burkholderia pseudomallei,,MeSH,http://id.nlm.nih.gov/mesh/D016957
doi:10.7910/DVN/J4VII9,https://doi.org/10.7910/DVN/J4VII9,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/J4VII9,,DRAFT,2023-08-08T05:28:34Z,MORU,"Malaria, Falciparum",,MeSH,http://id.nlm.nih.gov/mesh/D016778
doi:10.7910/DVN/J4VII9,https://doi.org/10.7910/DVN/J4VII9,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/J4VII9,,DRAFT,2023-08-08T05:28:34Z,MORU,Plasmodium falciparum,,MeSH,http://id.nlm.nih.gov/mesh/D010963
doi:10.7910/DVN/J4VII9,https://doi.org/10.7910/DVN/J4VII9,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/J4VII9,,DRAFT,2023-08-08T05:28:34Z,MORU,Artemisinins,,MeSH,http://id.nlm.nih.gov/mesh/D037621
doi:10.7910/DVN/RLBVN7,https://doi.org/10.7910/DVN/RLBVN7,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RLBVN7,,DRAFT,2023-09-18T07:10:50Z,MORU,Coma,,MeSH,http://id.nlm.nih.gov/mesh/D003128
doi:10.7910/DVN/RLBVN7,https://doi.org/10.7910/DVN/RLBVN7,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RLBVN7,,DRAFT,2023-09-18T07:10:50Z,MORU,"Malaria, Cerebral",,MeSH,http://id.nlm.nih.gov/mesh/D016779
doi:10.7910/DVN/RLBVN7,https://doi.org/10.7910/DVN/RLBVN7,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RLBVN7,,DRAFT,2023-09-18T07:10:50Z,MORU,Pneumonia,,MeSH,http://id.nlm.nih.gov/mesh/D011014
doi:10.7910/DVN/H6XUTZ,https://doi.org/10.7910/DVN/H6XUTZ,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/H6XUTZ,,DRAFT,2023-09-18T12:53:36Z,MORU,Melioidosis,,MeSH,http://id.nlm.nih.gov/mesh/D008554
doi:10.7910/DVN/H6XUTZ,https://doi.org/10.7910/DVN/H6XUTZ,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/H6XUTZ,,DRAFT,2023-09-18T12:53:36Z,MORU,Diabetes Mellitus,,MeSH,http://id.nlm.nih.gov/mesh/D003920
doi:10.7910/DVN/RDZS77,https://doi.org/10.7910/DVN/RDZS77,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RDZS77,,DRAFT,2023-09-20T12:13:48Z,MORU,Melioidosis,,MeSH,http://id.nlm.nih.gov/mesh/D008554
doi:10.7910/DVN/RDZS77,https://doi.org/10.7910/DVN/RDZS77,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RDZS77,,DRAFT,2023-09-20T12:13:48Z,MORU,Pneumonia,,MeSH,http://id.nlm.nih.gov/mesh/D011014
doi:10.7910/DVN/RDZS77,https://doi.org/10.7910/DVN/RDZS77,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RDZS77,,DRAFT,2023-09-20T12:13:48Z,MORU,Burkholderia pseudomallei,,MeSH,http://id.nlm.nih.gov/mesh/D016957
doi:10.7910/DVN/RDZS77,https://doi.org/10.7910/DVN/RDZS77,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RDZS77,,DRAFT,2023-09-20T12:13:48Z,MORU,Rapid Diagnostic Tests,,MeSH,http://id.nlm.nih.gov/mesh/D000092025
doi:10.7910/DVN/WY2XBI,https://doi.org/10.7910/DVN/WY2XBI,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WY2XBI,,DRAFT,2023-09-21T03:51:31Z,MORU,Fever,,MeSH,http://id.nlm.nih.gov/mesh/D005334
doi:10.7910/DVN/WY2XBI,https://doi.org/10.7910/DVN/WY2XBI,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WY2XBI,,DRAFT,2023-09-21T03:51:31Z,MORU,Respiratory Tract Infections,,MeSH,http://id.nlm.nih.gov/mesh/D012141
doi:10.7910/DVN/WY2XBI,https://doi.org/10.7910/DVN/WY2XBI,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WY2XBI,,DRAFT,2023-09-21T03:51:31Z,MORU,"Drug Resistance, Microbial",,MeSH,http://id.nlm.nih.gov/mesh/D004352
doi:10.7910/DVN/WY2XBI,https://doi.org/10.7910/DVN/WY2XBI,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WY2XBI,,DRAFT,2023-09-21T03:51:31Z,MORU,Point-of-Care Systems,,MeSH,http://id.nlm.nih.gov/mesh/D019095
doi:10.7910/DVN/WY2XBI,https://doi.org/10.7910/DVN/WY2XBI,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WY2XBI,,DRAFT,2023-09-21T03:51:31Z,MORU,Algorithms,,MeSH,http://id.nlm.nih.gov/mesh/D000465
doi:10.7910/DVN/WY2XBI,https://doi.org/10.7910/DVN/WY2XBI,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WY2XBI,,DRAFT,2023-09-21T03:51:31Z,MORU,Behavior Therapy,,MeSH,http://id.nlm.nih.gov/mesh/D001521
doi:10.7910/DVN/BFB2RU,https://doi.org/10.7910/DVN/BFB2RU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFB2RU,,DRAFT,2023-09-21T05:04:05Z,MORU,"Respiration, Artificial",,MeSH,http://id.nlm.nih.gov/mesh/D012121
doi:10.7910/DVN/BFB2RU,https://doi.org/10.7910/DVN/BFB2RU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFB2RU,,DRAFT,2023-09-21T05:04:05Z,MORU,Respiratory Distress Syndrome,,MeSH,http://id.nlm.nih.gov/mesh/D012128
doi:10.7910/DVN/BFB2RU,https://doi.org/10.7910/DVN/BFB2RU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFB2RU,,DRAFT,2023-09-21T05:04:05Z,MORU,Intensive Care Units,,MeSH,http://id.nlm.nih.gov/mesh/D007362
doi:10.7910/DVN/BFB2RU,https://doi.org/10.7910/DVN/BFB2RU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFB2RU,,DRAFT,2023-09-21T05:04:05Z,MORU,Respiratory Insufficiency,,MeSH,http://id.nlm.nih.gov/mesh/D012131
doi:10.7910/DVN/BFB2RU,https://doi.org/10.7910/DVN/BFB2RU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFB2RU,,DRAFT,2023-09-21T05:04:05Z,MORU,Practice Guideline,,MeSH,http://id.nlm.nih.gov/mesh/D017065
doi:10.7910/DVN/LSG87E,https://doi.org/10.7910/DVN/LSG87E,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LSG87E,,DRAFT,2023-09-22T05:32:26Z,MORU,"Malaria, Vivax",,MeSH,http://id.nlm.nih.gov/mesh/D016780
doi:10.7910/DVN/ZL33UD,https://doi.org/10.7910/DVN/ZL33UD,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZL33UD,,DRAFT,2023-09-22T06:42:09Z,MORU,"Malaria, Falciparum",,MeSH,http://id.nlm.nih.gov/mesh/D016778
doi:10.7910/DVN/ZL33UD,https://doi.org/10.7910/DVN/ZL33UD,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZL33UD,,DRAFT,2023-09-22T06:42:09Z,MORU,"Malaria, Vivax",,MeSH,http://id.nlm.nih.gov/mesh/D016778
doi:10.7910/DVN/ZL33UD,https://doi.org/10.7910/DVN/ZL33UD,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZL33UD,,DRAFT,2023-09-22T06:42:09Z,MORU,Artemisinins,,MeSH,http://id.nlm.nih.gov/mesh/D037621
doi:10.7910/DVN/ZL33UD,https://doi.org/10.7910/DVN/ZL33UD,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZL33UD,,DRAFT,2023-09-22T06:42:09Z,MORU,"Drug Therapy, Combination",,MeSH,http://id.nlm.nih.gov/mesh/D004359
doi:10.7910/DVN/ZL33UD,https://doi.org/10.7910/DVN/ZL33UD,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZL33UD,,DRAFT,2023-09-22T06:42:09Z,MORU,Plasmodium vivax,,MeSH,http://id.nlm.nih.gov/mesh/D010966
doi:10.7910/DVN/ZL33UD,https://doi.org/10.7910/DVN/ZL33UD,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZL33UD,,DRAFT,2023-09-22T06:42:09Z,MORU,Plasmodium falciparum,,MeSH,http://id.nlm.nih.gov/mesh/D010963
doi:10.7910/DVN/ZL33UD,https://doi.org/10.7910/DVN/ZL33UD,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZL33UD,,DRAFT,2023-09-22T06:42:09Z,MORU,Plasmodium ovale,,MeSH,http://id.nlm.nih.gov/mesh/D041122
doi:10.7910/DVN/ZL33UD,https://doi.org/10.7910/DVN/ZL33UD,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZL33UD,,DRAFT,2023-09-22T06:42:09Z,MORU,Plasmodium malariae,,MeSH,http://id.nlm.nih.gov/mesh/D010965
doi:10.7910/DVN/DXUDIY,https://doi.org/10.7910/DVN/DXUDIY,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DXUDIY,,DRAFT,2023-09-25T12:49:27Z,MORU,Cross Infection,,MeSH,http://id.nlm.nih.gov/mesh/D003428
doi:10.7910/DVN/DXUDIY,https://doi.org/10.7910/DVN/DXUDIY,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DXUDIY,,DRAFT,2023-09-25T12:49:27Z,MORU,Staphylococcus aureus,,MeSH,http://id.nlm.nih.gov/mesh/D013211
doi:10.7910/DVN/DXUDIY,https://doi.org/10.7910/DVN/DXUDIY,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DXUDIY,,DRAFT,2023-09-25T12:49:27Z,MORU,Enterococcus,,MeSH,http://id.nlm.nih.gov/mesh/D016983
doi:10.7910/DVN/DXUDIY,https://doi.org/10.7910/DVN/DXUDIY,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DXUDIY,,DRAFT,2023-09-25T12:49:27Z,MORU,Escherichia coli,,MeSH,http://id.nlm.nih.gov/mesh/D004926
doi:10.7910/DVN/DXUDIY,https://doi.org/10.7910/DVN/DXUDIY,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DXUDIY,,DRAFT,2023-09-25T12:49:27Z,MORU,Klebsiella pneumoniae,,MeSH,http://id.nlm.nih.gov/mesh/D007711
doi:10.7910/DVN/DXUDIY,https://doi.org/10.7910/DVN/DXUDIY,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DXUDIY,,DRAFT,2023-09-25T12:49:27Z,MORU,Pseudomonas aeruginosa,,MeSH,http://id.nlm.nih.gov/mesh/D011550
doi:10.7910/DVN/DXUDIY,https://doi.org/10.7910/DVN/DXUDIY,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DXUDIY,,DRAFT,2023-09-25T12:49:27Z,MORU,Acinetobacter,,MeSH,http://id.nlm.nih.gov/mesh/D000150
doi:10.7910/DVN/R6CH7Y,https://doi.org/10.7910/DVN/R6CH7Y,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/R6CH7Y,,DRAFT,2023-09-26T13:24:17Z,MORU,"Drug Resistance, Microbial",,MeSH,http://id.nlm.nih.gov/mesh/D004352
doi:10.7910/DVN/R6CH7Y,https://doi.org/10.7910/DVN/R6CH7Y,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/R6CH7Y,,DRAFT,2023-09-26T13:24:17Z,MORU,Streptococcus pneumoniae,,MeSH,http://id.nlm.nih.gov/mesh/D013296
doi:10.7910/DVN/R6CH7Y,https://doi.org/10.7910/DVN/R6CH7Y,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/R6CH7Y,,DRAFT,2023-09-26T13:24:17Z,MORU,Staphylococcus aureus,,MeSH,http://id.nlm.nih.gov/mesh/D013211
doi:10.7910/DVN/R6CH7Y,https://doi.org/10.7910/DVN/R6CH7Y,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/R6CH7Y,,DRAFT,2023-09-26T13:24:17Z,MORU,Salmonella,,MeSH,http://id.nlm.nih.gov/mesh/D012475
doi:10.7910/DVN/R6CH7Y,https://doi.org/10.7910/DVN/R6CH7Y,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/R6CH7Y,,DRAFT,2023-09-26T13:24:17Z,MORU,Klebsiella pneumoniae,,MeSH,http://id.nlm.nih.gov/mesh/D007711
doi:10.7910/DVN/R6CH7Y,https://doi.org/10.7910/DVN/R6CH7Y,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/R6CH7Y,,DRAFT,2023-09-26T13:24:17Z,MORU,Escherichia coli,,MeSH,http://id.nlm.nih.gov/mesh/D004926
doi:10.7910/DVN/R6CH7Y,https://doi.org/10.7910/DVN/R6CH7Y,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/R6CH7Y,,DRAFT,2023-09-26T13:24:17Z,MORU,Acinetobacter baumannii,,MeSH,http://id.nlm.nih.gov/mesh/D040981
doi:10.7910/DVN/R6CH7Y,https://doi.org/10.7910/DVN/R6CH7Y,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/R6CH7Y,,DRAFT,2023-09-26T13:24:17Z,MORU,Meningitis,,MeSH,http://id.nlm.nih.gov/mesh/D008581
doi:10.7910/DVN/R6CH7Y,https://doi.org/10.7910/DVN/R6CH7Y,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/R6CH7Y,,DRAFT,2023-09-26T13:24:17Z,MORU,Pneumonia,,MeSH,http://id.nlm.nih.gov/mesh/D011014
doi:10.7910/DVN/R6CH7Y,https://doi.org/10.7910/DVN/R6CH7Y,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/R6CH7Y,,DRAFT,2023-09-26T13:24:17Z,MORU,Sepsis,,MeSH,http://id.nlm.nih.gov/mesh/D018805
doi:10.7910/DVN/R6CH7Y,https://doi.org/10.7910/DVN/R6CH7Y,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/R6CH7Y,,DRAFT,2023-09-26T13:24:17Z,MORU,Community-Acquired Infections,,MeSH,http://id.nlm.nih.gov/mesh/D017714
doi:10.7910/DVN/MV942A,https://doi.org/10.7910/DVN/MV942A,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MV942A,,DRAFT,2023-09-27T05:43:53Z,MORU,"Malaria, Falciparum",,MeSH,http://id.nlm.nih.gov/mesh/D016778
doi:10.7910/DVN/MV942A,https://doi.org/10.7910/DVN/MV942A,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MV942A,,DRAFT,2023-09-27T05:43:53Z,MORU,Plasmodium falciparum,,MeSH,http://id.nlm.nih.gov/mesh/D010963
doi:10.7910/DVN/MV942A,https://doi.org/10.7910/DVN/MV942A,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MV942A,,DRAFT,2023-09-27T05:43:53Z,MORU,"Artemether, Lumefantrine Drug Combination",,MeSH,http://id.nlm.nih.gov/mesh/D000077611
doi:10.7910/DVN/MV942A,https://doi.org/10.7910/DVN/MV942A,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MV942A,,DRAFT,2023-09-27T05:43:53Z,MORU,Artesunate,,MeSH,http://id.nlm.nih.gov/mesh/D000077332
doi:10.7910/DVN/O6MDT4,https://doi.org/10.7910/DVN/O6MDT4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/O6MDT4,,DRAFT,2023-09-28T02:24:26Z,MORU,Scrub Typhus,,MeSH,http://id.nlm.nih.gov/mesh/D012612
doi:10.7910/DVN/O6MDT4,https://doi.org/10.7910/DVN/O6MDT4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/O6MDT4,,DRAFT,2023-09-28T02:24:26Z,MORU,Host-Pathogen Interactions,,MeSH,http://id.nlm.nih.gov/mesh/D054884
