dataset_pid,has_funder_agency_ror_in_hdv,has_funderIdentifier_in_datacite,title,version_state,latest_version,first_version_created,major_version_publication_time,dataset_last_updated,file_count,citationText,dataverse_collection_alias,dataverse_name
doi:10.7910/DVN/M1XRXT,TRUE,,Replication Data for: State-Building and Rebellion in the Run-Up to the French Revolution,RELEASED,1,2025-09-15T11:30:51Z,2025-12-24T20:34:50Z,2025-12-24T20:34:50Z,1062,"Albertus, Michael; Gay, Victor, 2025, ""Replication Data for: State-Building and Rebellion in the Run-Up to the French Revolution"", https://doi.org/10.7910/DVN/M1XRXT, Harvard Dataverse, V1, UNF:6:xukz+NonyhawePeqPfpFgA== [fileUNF]",the_review,American Political Science Review Dataverse
doi:10.7910/DVN/M2QJN6,TRUE,,ParlaIbero-EC: Parliamentary Speeches from Ecuador (1979-2025),RELEASED,2,2026-08-18T13:57:03Z,2026-09-07T13:27:15Z,2026-09-07T13:27:15Z,17,"Rodrigues-Silveira, Rodrigo; Martínez Ramos, Julián, 2026, ""ParlaIbero-EC: Parliamentary Speeches from Ecuador (1979-2025)"", https://doi.org/10.7910/DVN/M2QJN6, Harvard Dataverse, V2",parlaibero,"ParlaIbero: Parliamentary Speeches from Latin America, Portugal and Spain"
doi:10.7910/DVN/M4BTGB,TRUE,,SELEVER study: Baseline survey,RELEASED,1.2,2025-01-15T20:10:03Z,2025-03-21T21:53:54Z,2025-07-01T15:16:44Z,232,"International Food Policy Research Institute (IFPRI), 2025, ""SELEVER study: Baseline survey"", https://doi.org/10.7910/DVN/M4BTGB, Harvard Dataverse, V1, UNF:6:lX2OuLI4KCX1rK5IftOARQ== [fileUNF]",IFPRI,IFPRI Dataverse
doi:10.7910/DVN/M7XIGH,TRUE,,Layer-specific wide-field calcium imaging of neocortical activity,RELEASED,2,2025-10-16T15:33:16Z,2026-04-09T12:48:46Z,2026-04-14T14:51:06Z,40,"Lorenzo Mercado, Dayra Ayerim; Helmchen, Fritjof; Lewis, Christopher, 2026, ""Layer-specific wide-field calcium imaging of neocortical activity"", https://doi.org/10.7910/DVN/M7XIGH, Harvard Dataverse, V2",harvard,Harvard Dataverse
doi:10.7910/DVN/M7XIGH,TRUE,,Layer-specific wide-field calcium imaging of neocortical activity,DRAFT,DRAFT,2025-10-16T15:33:16Z,,2026-04-14T14:51:06Z,41,"Lorenzo Mercado, Dayra Ayerim; Helmchen, Fritjof; Lewis, Christopher, 2026, ""Layer-specific wide-field calcium imaging of neocortical activity"", https://doi.org/10.7910/DVN/M7XIGH, Harvard Dataverse, DRAFT VERSION",harvard,Harvard Dataverse
doi:10.7910/DVN/M9DADS,TRUE,,"Replication Data for: Most seek higher earnings, some escape unemployment, but none look for a handout: Economic drivers of labor mobility in the European Union",DRAFT,DRAFT,2025-07-31T11:19:19Z,,2026-03-26T16:35:59Z,1,"Beck, Krzysztof, 2025, ""Replication Data for: Most seek higher earnings, some escape unemployment, but none look for a handout: Economic drivers of labor mobility in the European Union"", https://doi.org/10.7910/DVN/M9DADS, Harvard Dataverse, DRAFT VERSION",harvard,Harvard Dataverse
doi:10.7910/DVN/MAN16J,TRUE,,"Data and code supporting the publication ""Integrating spatial patterns of herbivorous fish functional diversity to inform coral reef management""",RELEASED,1,2025-07-08T13:15:52Z,2026-01-03T12:12:36Z,2026-01-03T12:12:36Z,3,"Stuart, Courtney; Benkwitt, Cassandra; Stamoulis, Kostantinos; Pittman, Simon; Green, Stephanie; Young, Mary; Purkis, Samuel; Graham, Nicholas; Wedding, Lisa, 2026, ""Data and code supporting the publication ""Integrating spatial patterns of herbivorous fish functional diversity to inform coral reef management"""", https://doi.org/10.7910/DVN/MAN16J, Harvard Dataverse, V1",reef_connections,Island Reef Connections
doi:10.7910/DVN/MCH4TJ,TRUE,,A&T Gujarat Implementation Research Baseline Survey 2022: Pregnant Women,RELEASED,1,2024-12-03T21:05:15Z,2025-07-22T03:42:03Z,2025-07-22T03:42:03Z,3,"International Food Policy Research Institute (IFPRI), 2025, ""A&T Gujarat Implementation Research Baseline Survey 2022: Pregnant Women"", https://doi.org/10.7910/DVN/MCH4TJ, Harvard Dataverse, V1, UNF:6:xzbUTd7CySmHk5ak6AOyxg== [fileUNF]",IFPRI,IFPRI Dataverse
doi:10.7910/DVN/ME8BHO,TRUE,,Transactional Associations Between Bottle to Bed and Infant Sleep Problems Over the First Year,RELEASED,2.1,2025-08-08T16:43:31Z,2025-11-04T13:11:33Z,2026-05-22T11:18:03Z,2,"Leerkes, Esther, 2025, ""Transactional Associations Between Bottle to Bed and Infant Sleep Problems Over the First Year"", https://doi.org/10.7910/DVN/ME8BHO, Harvard Dataverse, V2, UNF:6:bDw5dstoAf9PlsQIdFPUEQ== [fileUNF]",harvard,Harvard Dataverse
doi:10.7910/DVN/MRRBSR,TRUE,,A5288: Management Using the Latest Technologies in Resource-Limited Settings to Optimize Combination Therapy after Viral Failure - Lancet Digital Health 2019 publication,RELEASED,2.1,2025-10-16T16:45:19Z,2026-02-09T18:19:24Z,2026-03-18T16:31:15Z,9,"ACTG Statistical and Data Analysis Center, 2025, ""A5288: Management Using the Latest Technologies in Resource-Limited Settings to Optimize Combination Therapy after Viral Failure - Lancet Digital Health 2019 publication"", https://doi.org/10.7910/DVN/MRRBSR, Harvard Dataverse, V2",ACTG,Advancing Clinical Therapeutics Globally for HIV/AIDS and Other Infections 
doi:10.7910/DVN/MUJU6A,TRUE,,ParlaIbero-SV: Parliamentary Speeches from El Salvador (2018-2025),RELEASED,2,2026-08-18T13:58:15Z,2026-09-07T13:16:07Z,2026-09-07T13:16:07Z,17,"Rodrigues-Silveira, Rodrigo; Martínez Osorio, Sofía Anabel, 2026, ""ParlaIbero-SV: Parliamentary Speeches from El Salvador (2018-2025)"", https://doi.org/10.7910/DVN/MUJU6A, Harvard Dataverse, V2",parlaibero,"ParlaIbero: Parliamentary Speeches from Latin America, Portugal and Spain"
doi:10.7910/DVN/N2HIRS,TRUE,,Replication Data for: Sources of Underproduction in Open Source Software,RELEASED,1.2,2023-10-31T01:21:08Z,2024-01-20T00:33:49Z,2026-07-18T00:46:47Z,12,"Kaylea Champion; Hill, Benjamin Mako, 2024, ""Replication Data for: Sources of Underproduction in Open Source Software"", https://doi.org/10.7910/DVN/N2HIRS, Harvard Dataverse, V1",harvard,Harvard Dataverse
doi:10.7910/DVN/NELUGC,TRUE,,Vibrotactile Stimulation Encoded by Beta and Gamma Bands Varies with Locations on the Upper Limbs,RELEASED,1,2026-05-17T22:10:51Z,2026-07-01T15:22:21Z,2026-07-01T15:22:21Z,92,"Gai, Yan, 2026, ""Vibrotactile Stimulation Encoded by Beta and Gamma Bands Varies with Locations on the Upper Limbs"", https://doi.org/10.7910/DVN/NELUGC, Harvard Dataverse, V1",harvard,Harvard Dataverse
doi:10.7910/DVN/NFDDTC,TRUE,,Supporting Information for: CpxR and HicB exert independent regulatory action on the gonococcal hicAB-encoded toxin-antitoxin system,RELEASED,1,2026-08-26T13:53:34Z,2026-09-01T09:53:22Z,2026-09-01T09:53:22Z,13,"Holley, Concerta; Balthazar, Jacqueline, 2026, ""Supporting Information for: CpxR and HicB exert independent regulatory action on the gonococcal hicAB-encoded toxin-antitoxin system"", https://doi.org/10.7910/DVN/NFDDTC, Harvard Dataverse, V1",harvard,Harvard Dataverse
doi:10.7910/DVN/NH5TTC,TRUE,,ParlaIbero-GT: Parliamentary Speeches from Guatemala (2000-2026),RELEASED,2,2026-01-28T21:07:36Z,2026-09-07T13:24:19Z,2026-09-07T13:24:19Z,17,"Rodrigues-Silveira, Rodrigo; Barreto-Martín, Eduardo, 2026, ""ParlaIbero-GT: Parliamentary Speeches from Guatemala (2000-2026)"", https://doi.org/10.7910/DVN/NH5TTC, Harvard Dataverse, V2",parlaibero,"ParlaIbero: Parliamentary Speeches from Latin America, Portugal and Spain"
doi:10.7910/DVN/NIJCQH,TRUE,,Dataset for: A Randomized Controlled Trial of Early Nutritional Intervention in Malnourished Bangladeshi Children: GAMLSS-Derived EEG Power Z-Scores Reveal Partial Neurodevelopmental Recovery,RELEASED,1,2025-12-20T22:25:23Z,2025-12-22T17:31:31Z,2025-12-22T17:31:31Z,2,"Hartjen, Berit; Nelson, Charles, 2025, ""Dataset for: A Randomized Controlled Trial of Early Nutritional Intervention in Malnourished Bangladeshi Children: GAMLSS-Derived EEG Power Z-Scores Reveal Partial Neurodevelopmental Recovery"", https://doi.org/10.7910/DVN/NIJCQH, Harvard Dataverse, V1, UNF:6:DFC/6GnlAILz5laev7aDFw== [fileUNF]",WellcomeLeapM4EFaD,Wellcome Leap M4EFaD
doi:10.7910/DVN/NPZXWG,TRUE,,[Data] Examining Notions of Racism in STEM: A Quantitative Historical Analysis,RELEASED,1.3,2025-09-20T22:44:17Z,2025-09-20T22:48:29Z,2025-09-20T23:16:09Z,2,"Alexander, Nathan; Stewart, Qyana M; Basil Ghali, 2025, ""[Data] Examining Notions of Racism in STEM: A Quantitative Historical Analysis"", https://doi.org/10.7910/DVN/NPZXWG, Harvard Dataverse, V1",harvard,Harvard Dataverse
doi:10.7910/DVN/NRUYGD,TRUE,,A&T Gujarat Implementation Research Baseline Survey 2022: Women with Children,RELEASED,1.1,2024-12-05T15:31:27Z,2025-07-22T03:41:37Z,2025-10-08T18:37:16Z,3,"International Food Policy Research Institute (IFPRI), 2025, ""A&T Gujarat Implementation Research Baseline Survey 2022: Women with Children"", https://doi.org/10.7910/DVN/NRUYGD, Harvard Dataverse, V1, UNF:6:DYSPzHnUoknpxBRnPp76gA== [fileUNF]",IFPRI,IFPRI Dataverse
doi:10.7910/DVN/NVBCPS,TRUE,,Spinal cord fMRI data: 7T data processed without NORDIC denoising,RELEASED,1.1,2026-03-03T21:33:06Z,2026-03-04T02:56:30Z,2026-04-09T14:05:55Z,25,"Rangaprakash, D; Barry, Robert, 2026, ""Spinal cord fMRI data: 7T data processed without NORDIC denoising"", https://doi.org/10.7910/DVN/NVBCPS, Harvard Dataverse, V1",spinalcordfmriBSL,Spinal cord functional MRI data acquired in 3T and 7T scanners in healthy individuals
doi:10.7910/DVN/NYCWFQ,TRUE,,A5208: NNRTI vs PI Regimens for HIV Infected Women After They Have Taken Nevirapine to Prevent Mother-To-Child HIV Transmission (OCTANE) – PLOS 2012,RELEASED,1.2,2026-02-09T16:18:05Z,2026-02-09T16:25:05Z,2026-03-18T16:38:47Z,8,"ACTG Statistical and Data Analysis Center, 2026, ""A5208: NNRTI vs PI Regimens for HIV Infected Women After They Have Taken Nevirapine to Prevent Mother-To-Child HIV Transmission (OCTANE) – PLOS 2012"", https://doi.org/10.7910/DVN/NYCWFQ, Harvard Dataverse, V1",ACTG,Advancing Clinical Therapeutics Globally for HIV/AIDS and Other Infections 
doi:10.7910/DVN/OCQANP,TRUE,,Adaptation Atlas Pest and Disease Yield Impacts,RELEASED,1,2026-01-07T19:06:05Z,2026-03-04T18:27:51Z,2026-03-04T18:27:51Z,4,"Jason Rohr; Nicholas Gale, 2026, ""Adaptation Atlas Pest and Disease Yield Impacts"", https://doi.org/10.7910/DVN/OCQANP, Harvard Dataverse, V1",AllianceBioversityCIAT,The Alliance of Bioversity International and CIAT Dataverse
doi:10.7910/DVN/OG6PPF,TRUE,,Replication Data for: Capping oil emissions and the mass politics of Canadian sectoral climate policy,RELEASED,1,2025-11-10T21:54:45Z,2025-11-25T16:53:09Z,2025-11-25T16:53:09Z,23,"Rowan, Sam; Janzwood, Amy, 2025, ""Replication Data for: Capping oil emissions and the mass politics of Canadian sectoral climate policy"", https://doi.org/10.7910/DVN/OG6PPF, Harvard Dataverse, V1, UNF:6:J9nEr4C+qqrug8Gvo9PE4g== [fileUNF]",samsrowan,Sam Rowan Dataverse
doi:10.7910/DVN/OGLTJ9,TRUE,,Replication Data for: Underproduction Analysis of Open Source Software,RELEASED,1.2,2024-09-30T18:29:20Z,2024-10-01T11:59:03Z,2026-07-20T03:17:11Z,13,"Champion, Kaylea; Hill, Benjamin Mako, 2024, ""Replication Data for: Underproduction Analysis of Open Source Software"", https://doi.org/10.7910/DVN/OGLTJ9, Harvard Dataverse, V1, UNF:6:Hgoclm1PtwSfvvBEG0RRcg== [fileUNF]",harvard,Harvard Dataverse
doi:10.7910/DVN/OGQKXP,TRUE,,HVTN 135 safety manuscript,RELEASED,2.1,2025-08-06T20:36:15Z,2026-04-03T16:44:21Z,2026-06-02T21:56:32Z,10,"HIV Vaccine Trials Network Statistics and Data Management Center, 2025, ""HVTN 135 safety manuscript"", https://doi.org/10.7910/DVN/OGQKXP, Harvard Dataverse, V2, UNF:6:zyz7/KCVOZuo8aQJ+B8aSA== [fileUNF]",hvtn135,HVTN 135 Dataverse
doi:10.7910/DVN/OHMYNG,TRUE,,"Supplementary Data for ""Evolutionary rate incongruences in squamates reveal contrasting patterns of evolutionary novelties and innovation""",RELEASED,1,2026-02-19T20:30:03Z,2026-02-22T16:04:09Z,2026-02-22T16:04:09Z,4,"Simoes, Tiago; da Costa, Arthur Souza Brum; Pierce, Stephanie Elaine, 2026, ""Supplementary Data for ""Evolutionary rate incongruences in squamates reveal contrasting patterns of evolutionary novelties and innovation"""", https://doi.org/10.7910/DVN/OHMYNG, Harvard Dataverse, V1",simoeslab,Simoes Lab Dataverse
doi:10.7910/DVN/OKHGAB,TRUE,,ParlaIbero-ES: Parliamentary Speeches from Spain (1977-2025),RELEASED,2,2026-05-08T15:45:45Z,2026-09-07T13:26:18Z,2026-09-07T13:26:18Z,17,"Rodrigues-Silveira, Rodrigo, 2026, ""ParlaIbero-ES: Parliamentary Speeches from Spain (1977-2025)"", https://doi.org/10.7910/DVN/OKHGAB, Harvard Dataverse, V2",parlaibero,"ParlaIbero: Parliamentary Speeches from Latin America, Portugal and Spain"
doi:10.7910/DVN/OMWQR0,TRUE,,Polarisation in Poland in 2025,RELEASED,2.1,2025-10-08T15:09:09Z,2026-05-19T13:13:50Z,2026-07-09T12:39:57Z,2,"Stanley, Ben; Żerkowska-Balas, Marta, 2025, ""Polarisation in Poland in 2025"", https://doi.org/10.7910/DVN/OMWQR0, Harvard Dataverse, V2, UNF:6:2os80aQrZ0PBBeZBi5ZzrQ== [fileUNF]",bdstanley,Ben Stanley Dataverse
doi:10.7910/DVN/OOGUPM,TRUE,,Time resolved luminescence of millisecond lifetime dyes in droplet microfluidic systems,DRAFT,DRAFT,2025-12-17T15:42:16Z,,2026-07-21T14:51:05Z,8,"Pazos, Nicholas; Roper, Michael, 2026, ""Time resolved luminescence of millisecond lifetime dyes in droplet microfluidic systems"", https://doi.org/10.7910/DVN/OOGUPM, Harvard Dataverse, DRAFT VERSION",roper_CRF1,CRF-1 data
doi:10.7910/DVN/OOGUPM,TRUE,,Time resolved luminescence of millisecond lifetime dyes in droplet microfluidic systems,RELEASED,1.1,2025-12-17T15:42:16Z,2026-03-20T14:35:47Z,2026-07-21T14:51:05Z,7,"Pazos, Nicholas; Roper, Michael, 2026, ""Time resolved luminescence of millisecond lifetime dyes in droplet microfluidic systems"", https://doi.org/10.7910/DVN/OOGUPM, Harvard Dataverse, V1",roper_CRF1,CRF-1 data
doi:10.7910/DVN/OQCPWF,TRUE,,Structural Damage Assessment Dataset: 6th February 2023 Kahramanmaraş Earthquakes,RELEASED,1,2025-09-19T12:41:14Z,2025-09-26T10:31:05Z,2025-09-26T10:31:05Z,14076,"Atasever, Kurtulus; aydogdu, hasan huseyin; Narlitepe, Furkan; goksu, caglar; DEMIR, UGUR; Demir, Cem; Ilki, Alper, 2025, ""Structural Damage Assessment Dataset: 6th February 2023 Kahramanmaraş Earthquakes"", https://doi.org/10.7910/DVN/OQCPWF, Harvard Dataverse, V1",harvard,Harvard Dataverse
doi:10.7910/DVN/OSMX3D,TRUE,,2024 Social Accounting Matrix for Egypt,RELEASED,1,2025-08-18T18:39:12Z,2025-09-25T19:33:34Z,2025-09-25T19:33:34Z,3,"International Food Policy Research Institute (IFPRI), 2025, ""2024 Social Accounting Matrix for Egypt"", https://doi.org/10.7910/DVN/OSMX3D, Harvard Dataverse, V1, UNF:6:HIC+B8hT9CvzXGkWBkArPQ== [fileUNF]",sam,Nexus SAM
doi:10.7910/DVN/OTOUT2,TRUE,,"ACTG 175: A Randomized, Double-Blind, Phase III Study of Indinavir Sulfate With Open-Label Zidovudine (AZT) and Lamivudine (3TC) in Subjects With HIV Infection With CD4 Cell Counts <= 200 Cells/mm3 and >= 6 Months of Prior AZT Experience",RELEASED,3.1,2025-09-26T14:32:35Z,2026-02-09T18:26:16Z,2026-03-18T16:27:29Z,15,"ACTG Statistical and Data Analysis Center, 2025, ""ACTG 175: A Randomized, Double-Blind, Phase III Study of Indinavir Sulfate With Open-Label Zidovudine (AZT) and Lamivudine (3TC) in Subjects With HIV Infection With CD4 Cell Counts <= 200 Cells/mm3 and >= 6 Months of Prior AZT Experience"", https://doi.org/10.7910/DVN/OTOUT2, Harvard Dataverse, V3",ACTG,Advancing Clinical Therapeutics Globally for HIV/AIDS and Other Infections 
doi:10.7910/DVN/OYUNJ1,TRUE,,Replication Data for: Rydberg-atom-based system for benchmarking millimeter-wave automotive radar chips,RELEASED,3.2,2024-05-14T10:40:49Z,2024-09-16T10:22:58Z,2025-07-11T13:24:07Z,6,"Borówka, Sebastian; Krokosz, Wiktor; Mazelanik, Mateusz; Wasilewski, Wojciech; Parniak, Michał, 2024, ""Replication Data for: Rydberg-atom-based system for benchmarking millimeter-wave automotive radar chips"", https://doi.org/10.7910/DVN/OYUNJ1, Harvard Dataverse, V3",harvard,Harvard Dataverse
doi:10.7910/DVN/OZ2MXB,TRUE,,"Enquête sur la gouvernance foncière et la gestion durable des terres dans les zones éco-géographiques du Sénégal, 2017 : documentation et données agrégées",RELEASED,1,2026-07-31T14:00:15Z,2026-08-04T10:29:40Z,2026-08-04T10:29:40Z,11,"TOURE, Katim; BA, Marieme Fall; DIOP, Penda; FALL, Dioumacor; DIENG, Moussa; MBAYE, Tamsir, 2026, ""Enquête sur la gouvernance foncière et la gestion durable des terres dans les zones éco-géographiques du Sénégal, 2017 : documentation et données agrégées"", https://doi.org/10.7910/DVN/OZ2MXB, Harvard Dataverse, V1, UNF:6:N/EWB2jZ89GVbGm1GZ6HZg== [fileUNF]",harvard,Harvard Dataverse
doi:10.7910/DVN/P5HQEH,TRUE,,Replication Data for: Superheterodyne Rydberg S-band receiver with a multi-tone local oscillator based on an atomic transition loop,RELEASED,1.1,2025-01-20T11:04:30Z,2025-07-03T18:35:23Z,2025-07-14T12:12:36Z,5,"Nowosielski, Jan; Mazelanik, Mateusz; Wasilewski, Wojciech; Parniak, Michał, 2025, ""Replication Data for: Superheterodyne Rydberg S-band receiver with a multi-tone local oscillator based on an atomic transition loop"", https://doi.org/10.7910/DVN/P5HQEH, Harvard Dataverse, V1",harvard,Harvard Dataverse
doi:10.7910/DVN/PDX8GA,TRUE,,ParlaIbero-PY: Parliamentary Speeches from Paraguay (1988-2025),RELEASED,2,2026-08-18T13:57:10Z,2026-09-07T13:17:34Z,2026-09-07T13:17:34Z,17,"Rodrigues-Silveira, Rodrigo; Martínez Osorio, Sofía Anabel, 2026, ""ParlaIbero-PY: Parliamentary Speeches from Paraguay (1988-2025)"", https://doi.org/10.7910/DVN/PDX8GA, Harvard Dataverse, V2",parlaibero,"ParlaIbero: Parliamentary Speeches from Latin America, Portugal and Spain"
doi:10.7910/DVN/PHC9L3,TRUE,,"Comprehensive Pre-Processing, Process and Quality Data from Multi-Part PBF-LB/M Manufacturing with Job- and Part-Level Annotations",RELEASED,2,2025-09-21T14:37:42Z,2025-10-28T14:33:40Z,2025-10-28T14:33:40Z,10,"Theunissen, Jan; Zhou, Hans Aoyang; Boseila, Jonas; Enk, Sebastian; Abdelrazeq, Anas; Schleifenbaum, Johannes Henrich; Schmitt, Robert, 2025, ""Comprehensive Pre-Processing, Process and Quality Data from Multi-Part PBF-LB/M Manufacturing with Job- and Part-Level Annotations"", https://doi.org/10.7910/DVN/PHC9L3, Harvard Dataverse, V2",amdata,Additive Manufacturing Data Repository
doi:10.7910/DVN/PHNJFU,TRUE,,"Replication Data for: Identity, Information, and Voting: Lessons on African Elections from a Survey Experiment",DRAFT,DRAFT,2026-06-23T14:02:02Z,,2026-06-23T14:06:17Z,19,"Karen E. Ferree; Ellen Lust; Cecilia Ahsan Jansson; Erica Ann Metheney, 2026, ""Replication Data for: Identity, Information, and Voting: Lessons on African Elections from a Survey Experiment"", https://doi.org/10.7910/DVN/PHNJFU, Harvard Dataverse, DRAFT VERSION, UNF:6:Igdxx0CuQd0m84dj5kEOrQ== [fileUNF]",BJPolS,British Journal of Political Science Dataverse
doi:10.7910/DVN/POTV1R,TRUE,,HVTN 702 efficacy manuscript (NEJM),RELEASED,1.2,2025-04-09T14:52:27Z,2025-05-21T22:39:54Z,2026-06-02T21:09:14Z,11,"HIV Vaccine Trials Network Statistics and Data Management Center, 2025, ""HVTN 702 efficacy manuscript (NEJM)"", https://doi.org/10.7910/DVN/POTV1R, Harvard Dataverse, V1, UNF:6:nNVR9k0PQ/6seOkmlbdWaw== [fileUNF]",hvtn702,HVTN 702 Dataverse
doi:10.7910/DVN/PR2C7H,TRUE,,Code for 'Automated detection of severe cerebral edema using explainable deep transfer learning after hypoxic ischemic brain injury',RELEASED,1.1,2025-12-11T00:01:51Z,2026-03-17T21:37:01Z,2026-03-17T21:59:19Z,10,"Wang, Zihao; Wu, Ona, 2026, ""Code for 'Automated detection of severe cerebral edema using explainable deep transfer learning after hypoxic ischemic brain injury'"", https://doi.org/10.7910/DVN/PR2C7H, Harvard Dataverse, V1",mghccni_cardiacarrest,MGH CCNI Cardiac Arrest Research Projects
doi:10.7910/DVN/PWJARU,TRUE,,P1060: NNRTI-Based vs. PI-Based ART in Infants Exposed/Not Exposed to NVP for PMTCT - New England Journal of Medicine 2012 publication,RELEASED,4.1,2025-10-15T17:10:45Z,2026-02-09T19:27:20Z,2026-03-18T16:44:03Z,9,"IMPAACT Statistical and Data Analysis Center, 2025, ""P1060: NNRTI-Based vs. PI-Based ART in Infants Exposed/Not Exposed to NVP for PMTCT - New England Journal of Medicine 2012 publication"", https://doi.org/10.7910/DVN/PWJARU, Harvard Dataverse, V4",IMPAACT,International Maternal Pediatric Adolescent AIDS Clinical Trials Network
doi:10.7910/DVN/PYJSYC,TRUE,,Code for 'Connectome disruptions after hypoxic-ischaemic injury associate with consciousness disorder severity',RELEASED,1.3,2025-12-10T23:26:18Z,2026-03-18T00:25:46Z,2026-04-09T20:29:48Z,24,"Hilger, Sofia; Wu, Ona, 2026, ""Code for 'Connectome disruptions after hypoxic-ischaemic injury associate with consciousness disorder severity'"", https://doi.org/10.7910/DVN/PYJSYC, Harvard Dataverse, V1, UNF:6:vhgx8OnVYhLYUwMuLGOStQ== [fileUNF]",mghccni_cardiacarrest,MGH CCNI Cardiac Arrest Research Projects
doi:10.7910/DVN/Q6UTGC,TRUE,,Diarios e Ilustraciones del Sahara Occidental Marruecos y Senegal,DRAFT,DRAFT,2026-02-19T17:39:44Z,,2026-02-19T20:46:37Z,1,"Juan Jaramillo Arnau; Gutiérrez de León, Pablo; Rodríguez Antón, Andrea, 2026, ""Diarios e Ilustraciones del Sahara Occidental Marruecos y Senegal"", https://doi.org/10.7910/DVN/Q6UTGC, Harvard Dataverse, DRAFT VERSION",harvard,Harvard Dataverse
doi:10.7910/DVN/Q7OEKU,TRUE,,A&T Gujarat Implementation Research Baseline Survey 2022: Supervisory Cadre,RELEASED,1,2024-12-05T20:31:01Z,2025-07-22T03:39:44Z,2025-07-22T03:39:44Z,21,"International Food Policy Research Institute (IFPRI), 2025, ""A&T Gujarat Implementation Research Baseline Survey 2022: Supervisory Cadre"", https://doi.org/10.7910/DVN/Q7OEKU, Harvard Dataverse, V1, UNF:6:KjahXaA3XZE7sNvrw9kuDw== [fileUNF]",IFPRI,IFPRI Dataverse
doi:10.7910/DVN/QAFBGZ,TRUE,,"Colorado Longitudinal Twin Study (LTS), 1992 - 2005",DRAFT,DRAFT,2026-08-06T13:59:07Z,,2026-08-14T19:51:36Z,27,"Reynolds, Chandra; Wadsworth, Sally. J., 2026, ""Colorado Longitudinal Twin Study (LTS), 1992 - 2005"", https://doi.org/10.7910/DVN/QAFBGZ, Harvard Dataverse, DRAFT VERSION, UNF:6:03mafpFMaVfMyITfzyYFVQ== [fileUNF]",mra,Murray Research Archive Dataverse
doi:10.7910/DVN/QCRWV7,TRUE,,MCMC Spectral Fitting Data for Scientific Release of Phase V Data Reduction of GOTHAM,RELEASED,1,2025-08-12T23:49:34Z,2025-08-13T11:57:30Z,2025-08-13T11:57:30Z,3,"GOTHAM Collaboration, 2025, ""MCMC Spectral Fitting Data for Scientific Release of Phase V Data Reduction of GOTHAM"", https://doi.org/10.7910/DVN/QCRWV7, Harvard Dataverse, V1",harvard,Harvard Dataverse
doi:10.7910/DVN/QDWOUI,TRUE,,Spinal cord fMRI data: 3T data processed with NORDIC denoising,RELEASED,1.1,2026-03-03T21:42:54Z,2026-03-04T02:58:29Z,2026-04-09T14:04:56Z,22,"Rangaprakash, D; Barry, Robert, 2026, ""Spinal cord fMRI data: 3T data processed with NORDIC denoising"", https://doi.org/10.7910/DVN/QDWOUI, Harvard Dataverse, V1",spinalcordfmriBSL,Spinal cord functional MRI data acquired in 3T and 7T scanners in healthy individuals
doi:10.7910/DVN/QDYPJQ,TRUE,,Replication Data for: Projected Air Temperature Dynamics in a Tropical Dry Forest  Under NEX-GDDP-CMIP6 Scenarios,RELEASED,1.1,2025-05-22T00:00:20Z,2025-05-22T00:01:05Z,2025-05-22T00:07:58Z,1,"Sanchez-Azofeifa, Gerardo Arturo; Abdaki, Mohammed, 2025, ""Replication Data for: Projected Air Temperature Dynamics in a Tropical Dry Forest Under NEX-GDDP-CMIP6 Scenarios"", https://doi.org/10.7910/DVN/QDYPJQ, Harvard Dataverse, V1",Tropi-Dry,Tropi-Dry
doi:10.7910/DVN/QIC8SB,TRUE,,"Supplementary information for ""From hashtags to hostility: global dynamics of climate denialism on Twitter in the post-COVID era""",RELEASED,1,2025-05-29T07:24:05Z,2025-09-10T15:32:54Z,2025-09-10T15:32:54Z,1,"Chavalarias, David; Bouchaud, Paul; Chomel victor; Panahi, Maziyar, 2025, ""Supplementary information for ""From hashtags to hostility: global dynamics of climate denialism on Twitter in the post-COVID era"""", https://doi.org/10.7910/DVN/QIC8SB, Harvard Dataverse, V1",harvard,Harvard Dataverse
doi:10.7910/DVN/QPRU7N,TRUE,,ACTwatch Lite - Cameroon 2024,RELEASED,1.3,2026-01-27T17:48:34Z,2026-01-28T17:36:30Z,2026-02-02T14:00:45Z,6,"MBOUSSAM, Hedgar Plessy; Bouanchaud, Paul; Accrombessi, Manfred; Woolheater, Katelyn; Wang, Erica; Hurley, Catharine; Evina, Elvira, 2026, ""ACTwatch Lite - Cameroon 2024"", https://doi.org/10.7910/DVN/QPRU7N, Harvard Dataverse, V1, UNF:6:oRGk50moBNurxh5Y1MU24w== [fileUNF]",PSI-WestCentralAfrica,PSI - West and Central Africa Dataverse
doi:10.7910/DVN/QYEBIN,TRUE,,Long COVID Cardiovascular Cohort: Clinical Characteristics and Biospecimen Inventory,RELEASED,3,2026-07-03T21:10:29Z,2026-07-16T14:49:32Z,2026-07-16T14:49:32Z,4,"Condor Capcha, Jose Manuel; Shehadeh, Lina; Tamariz, Leonardo; Palacio, Ana; Bast, Elizabeth; Carvalho Dias, Carolina, 2026, ""Long COVID Cardiovascular Cohort: Clinical Characteristics and Biospecimen Inventory"", https://doi.org/10.7910/DVN/QYEBIN, Harvard Dataverse, V3",harvard,Harvard Dataverse
