persistent_id,persistentUrl,dataverse_name,dataverse_alias,publication_date
hdl:1902.29/D-31076,https://hdl.handle.net/1902.29/D-31076,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-31075,https://hdl.handle.net/1902.29/D-31075,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-31127,https://hdl.handle.net/1902.29/D-31127,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-31421,https://hdl.handle.net/1902.29/D-31421,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-31419,https://hdl.handle.net/1902.29/D-31419,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-31420,https://hdl.handle.net/1902.29/D-31420,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33353,https://hdl.handle.net/1902.29/D-33353,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33355,https://hdl.handle.net/1902.29/D-33355,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33354,https://hdl.handle.net/1902.29/D-33354,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33371,https://hdl.handle.net/1902.29/D-33371,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33370,https://hdl.handle.net/1902.29/D-33370,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33372,https://hdl.handle.net/1902.29/D-33372,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30758,https://hdl.handle.net/1902.29/D-30758,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33475,https://hdl.handle.net/1902.29/D-33475,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33559,https://hdl.handle.net/1902.29/D-33559,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30514,https://hdl.handle.net/1902.29/D-30514,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33410,https://hdl.handle.net/1902.29/D-33410,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30893,https://hdl.handle.net/1902.29/D-30893,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33551,https://hdl.handle.net/1902.29/D-33551,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33464,https://hdl.handle.net/1902.29/D-33464,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33500,https://hdl.handle.net/1902.29/D-33500,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33498,https://hdl.handle.net/1902.29/D-33498,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33499,https://hdl.handle.net/1902.29/D-33499,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33544,https://hdl.handle.net/1902.29/D-33544,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33470,https://hdl.handle.net/1902.29/D-33470,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33545,https://hdl.handle.net/1902.29/D-33545,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-20038,https://hdl.handle.net/1902.29/D-20038,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-20040,https://hdl.handle.net/1902.29/D-20040,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-20039,https://hdl.handle.net/1902.29/D-20039,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-20060,https://hdl.handle.net/1902.29/D-20060,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-20062,https://hdl.handle.net/1902.29/D-20062,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-20061,https://hdl.handle.net/1902.29/D-20061,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-20136,https://hdl.handle.net/1902.29/D-20136,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-17298,https://hdl.handle.net/1902.29/D-17298,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30696,https://hdl.handle.net/1902.29/D-30696,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-31261,https://hdl.handle.net/1902.29/D-31261,Southern Focus Poll Dataverse,sfp,2007-11-30T00:00:00Z
hdl:1902.29/D-19910,https://hdl.handle.net/1902.29/D-19910,Southern Focus Poll Dataverse,sfp,2007-11-30T00:00:00Z
hdl:1902.29/D-31435,https://hdl.handle.net/1902.29/D-31435,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-30999,https://hdl.handle.net/1902.29/D-30999,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-31500,https://hdl.handle.net/1902.29/D-31500,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-31503,https://hdl.handle.net/1902.29/D-31503,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-31008,https://hdl.handle.net/1902.29/D-31008,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-31009,https://hdl.handle.net/1902.29/D-31009,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-31571,https://hdl.handle.net/1902.29/D-31571,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-31578,https://hdl.handle.net/1902.29/D-31578,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-31577,https://hdl.handle.net/1902.29/D-31577,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-31117,https://hdl.handle.net/1902.29/D-31117,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-31589,https://hdl.handle.net/1902.29/D-31589,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-31217,https://hdl.handle.net/1902.29/D-31217,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-31218,https://hdl.handle.net/1902.29/D-31218,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-31325,https://hdl.handle.net/1902.29/D-31325,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-31324,https://hdl.handle.net/1902.29/D-31324,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-335,https://hdl.handle.net/1902.29/D-335,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-31332,https://hdl.handle.net/1902.29/D-31332,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-31341,https://hdl.handle.net/1902.29/D-31341,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-381,https://hdl.handle.net/1902.29/D-381,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-1252,https://hdl.handle.net/1902.29/D-1252,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-1251,https://hdl.handle.net/1902.29/D-1251,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-1250,https://hdl.handle.net/1902.29/D-1250,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-1430,https://hdl.handle.net/1902.29/D-1430,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-16,https://hdl.handle.net/1902.29/D-16,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-16164,https://hdl.handle.net/1902.29/D-16164,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16163,https://hdl.handle.net/1902.29/D-16163,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16101,https://hdl.handle.net/1902.29/D-16101,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16107,https://hdl.handle.net/1902.29/D-16107,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16106,https://hdl.handle.net/1902.29/D-16106,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16179,https://hdl.handle.net/1902.29/D-16179,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16116,https://hdl.handle.net/1902.29/D-16116,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16115,https://hdl.handle.net/1902.29/D-16115,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16188,https://hdl.handle.net/1902.29/D-16188,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16126,https://hdl.handle.net/1902.29/D-16126,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16123,https://hdl.handle.net/1902.29/D-16123,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16196,https://hdl.handle.net/1902.29/D-16196,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16140,https://hdl.handle.net/1902.29/D-16140,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16139,https://hdl.handle.net/1902.29/D-16139,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16259,https://hdl.handle.net/1902.29/D-16259,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16225,https://hdl.handle.net/1902.29/D-16225,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16150,https://hdl.handle.net/1902.29/D-16150,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16226,https://hdl.handle.net/1902.29/D-16226,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16234,https://hdl.handle.net/1902.29/D-16234,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16166,https://hdl.handle.net/1902.29/D-16166,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16233,https://hdl.handle.net/1902.29/D-16233,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16268,https://hdl.handle.net/1902.29/D-16268,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16266,https://hdl.handle.net/1902.29/D-16266,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16267,https://hdl.handle.net/1902.29/D-16267,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-30912,https://hdl.handle.net/1902.29/D-30912,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30814,https://hdl.handle.net/1902.29/D-30814,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30915,https://hdl.handle.net/1902.29/D-30915,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30913,https://hdl.handle.net/1902.29/D-30913,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-31015,https://hdl.handle.net/1902.29/D-31015,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-31016,https://hdl.handle.net/1902.29/D-31016,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-31017,https://hdl.handle.net/1902.29/D-31017,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-31097,https://hdl.handle.net/1902.29/D-31097,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-31132,https://hdl.handle.net/1902.29/D-31132,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-31131,https://hdl.handle.net/1902.29/D-31131,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-31563,https://hdl.handle.net/1902.29/D-31563,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-31564,https://hdl.handle.net/1902.29/D-31564,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-31565,https://hdl.handle.net/1902.29/D-31565,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33347,https://hdl.handle.net/1902.29/D-33347,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33349,https://hdl.handle.net/1902.29/D-33349,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33375,https://hdl.handle.net/1902.29/D-33375,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33373,https://hdl.handle.net/1902.29/D-33373,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33374,https://hdl.handle.net/1902.29/D-33374,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33481,https://hdl.handle.net/1902.29/D-33481,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33480,https://hdl.handle.net/1902.29/D-33480,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33479,https://hdl.handle.net/1902.29/D-33479,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33549,https://hdl.handle.net/1902.29/D-33549,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33548,https://hdl.handle.net/1902.29/D-33548,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30513,https://hdl.handle.net/1902.29/D-30513,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33556,https://hdl.handle.net/1902.29/D-33556,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33555,https://hdl.handle.net/1902.29/D-33555,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33554,https://hdl.handle.net/1902.29/D-33554,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33518,https://hdl.handle.net/1902.29/D-33518,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33517,https://hdl.handle.net/1902.29/D-33517,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33519,https://hdl.handle.net/1902.29/D-33519,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33529,https://hdl.handle.net/1902.29/D-33529,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33531,https://hdl.handle.net/1902.29/D-33531,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33530,https://hdl.handle.net/1902.29/D-33530,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-20003,https://hdl.handle.net/1902.29/D-20003,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-20004,https://hdl.handle.net/1902.29/D-20004,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-20002,https://hdl.handle.net/1902.29/D-20002,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-20057,https://hdl.handle.net/1902.29/D-20057,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-31037,https://hdl.handle.net/1902.29/D-31037,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-20058,https://hdl.handle.net/1902.29/D-20058,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-20175,https://hdl.handle.net/1902.29/D-20175,Southern Focus Poll Dataverse,sfp,2007-11-30T00:00:00Z
hdl:1902.29/D-20174,https://hdl.handle.net/1902.29/D-20174,Southern Focus Poll Dataverse,sfp,2007-11-30T00:00:00Z
hdl:1902.29/D-20308,https://hdl.handle.net/1902.29/D-20308,Southern Focus Poll Dataverse,sfp,2007-11-30T00:00:00Z
hdl:1902.29/D-31471,https://hdl.handle.net/1902.29/D-31471,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-935,https://hdl.handle.net/1902.29/D-935,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-128,https://hdl.handle.net/1902.29/D-128,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-1259,https://hdl.handle.net/1902.29/D-1259,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-1260,https://hdl.handle.net/1902.29/D-1260,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-17232,https://hdl.handle.net/1902.29/D-17232,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-17257,https://hdl.handle.net/1902.29/D-17257,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-17263,https://hdl.handle.net/1902.29/D-17263,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-173,https://hdl.handle.net/1902.29/D-173,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-17261,https://hdl.handle.net/1902.29/D-17261,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-16157,https://hdl.handle.net/1902.29/D-16157,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16190,https://hdl.handle.net/1902.29/D-16190,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-20139,https://hdl.handle.net/1902.29/D-20139,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-16144,https://hdl.handle.net/1902.29/D-16144,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16243,https://hdl.handle.net/1902.29/D-16243,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16162,https://hdl.handle.net/1902.29/D-16162,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16181,https://hdl.handle.net/1902.29/D-16181,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16180,https://hdl.handle.net/1902.29/D-16180,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16108,https://hdl.handle.net/1902.29/D-16108,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16192,https://hdl.handle.net/1902.29/D-16192,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16119,https://hdl.handle.net/1902.29/D-16119,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16118,https://hdl.handle.net/1902.29/D-16118,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16137,https://hdl.handle.net/1902.29/D-16137,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16136,https://hdl.handle.net/1902.29/D-16136,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16210,https://hdl.handle.net/1902.29/D-16210,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16228,https://hdl.handle.net/1902.29/D-16228,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16153,https://hdl.handle.net/1902.29/D-16153,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16229,https://hdl.handle.net/1902.29/D-16229,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16169,https://hdl.handle.net/1902.29/D-16169,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16102,https://hdl.handle.net/1902.29/D-16102,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16237,https://hdl.handle.net/1902.29/D-16237,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16244,https://hdl.handle.net/1902.29/D-16244,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16245,https://hdl.handle.net/1902.29/D-16245,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16242,https://hdl.handle.net/1902.29/D-16242,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16264,https://hdl.handle.net/1902.29/D-16264,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16149,https://hdl.handle.net/1902.29/D-16149,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-16265,https://hdl.handle.net/1902.29/D-16265,USA Today Dataverse,usatoday,2007-11-30T00:00:00Z
hdl:1902.29/D-30809,https://hdl.handle.net/1902.29/D-30809,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30812,https://hdl.handle.net/1902.29/D-30812,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30805,https://hdl.handle.net/1902.29/D-30805,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30815,https://hdl.handle.net/1902.29/D-30815,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30920,https://hdl.handle.net/1902.29/D-30920,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30922,https://hdl.handle.net/1902.29/D-30922,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-31374,https://hdl.handle.net/1902.29/D-31374,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30511,https://hdl.handle.net/1902.29/D-30511,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33361,https://hdl.handle.net/1902.29/D-33361,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33363,https://hdl.handle.net/1902.29/D-33363,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33362,https://hdl.handle.net/1902.29/D-33362,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33411,https://hdl.handle.net/1902.29/D-33411,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33396,https://hdl.handle.net/1902.29/D-33396,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33397,https://hdl.handle.net/1902.29/D-33397,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33478,https://hdl.handle.net/1902.29/D-33478,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33477,https://hdl.handle.net/1902.29/D-33477,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33476,https://hdl.handle.net/1902.29/D-33476,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33497,https://hdl.handle.net/1902.29/D-33497,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33492,https://hdl.handle.net/1902.29/D-33492,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33491,https://hdl.handle.net/1902.29/D-33491,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33471,https://hdl.handle.net/1902.29/D-33471,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33468,https://hdl.handle.net/1902.29/D-33468,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33469,https://hdl.handle.net/1902.29/D-33469,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33509,https://hdl.handle.net/1902.29/D-33509,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33510,https://hdl.handle.net/1902.29/D-33510,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33511,https://hdl.handle.net/1902.29/D-33511,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33536,https://hdl.handle.net/1902.29/D-33536,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33534,https://hdl.handle.net/1902.29/D-33534,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33535,https://hdl.handle.net/1902.29/D-33535,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-33558,https://hdl.handle.net/1902.29/D-33558,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-17186,https://hdl.handle.net/1902.29/D-17186,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-17187,https://hdl.handle.net/1902.29/D-17187,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-20052,https://hdl.handle.net/1902.29/D-20052,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-20051,https://hdl.handle.net/1902.29/D-20051,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-20053,https://hdl.handle.net/1902.29/D-20053,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-20173,https://hdl.handle.net/1902.29/D-20173,Southern Focus Poll Dataverse,sfp,2007-11-30T00:00:00Z
hdl:1902.29/D-17295,https://hdl.handle.net/1902.29/D-17295,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-17299,https://hdl.handle.net/1902.29/D-17299,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-31460,https://hdl.handle.net/1902.29/D-31460,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
hdl:1902.29/D-31461,https://hdl.handle.net/1902.29/D-31461,UNC-Restricted Data Dataverse,uncdata,2007-11-30T00:00:00Z
