datasetVersionId,persistentUrl,persistent_id,dsDescriptionValue,dsDescriptionDate
3750,https://hdl.handle.net/1902.29/CD-0232,,"<p>The National Ambulatory Medical Care Survey (NAMCS) is a national survey designed to meet the need for information about the provision and use of ambulatory medical care services in the United States. Findings are based on a sample of visits to nonfederally employed office-based physicians who are primarily engaged in direct patient care. Data are obtained on patients' symptoms, physicians' diagnoses, and medications ordered or provided. The survey also provides statistics on the demographic
characteristics of patients and services provided, including information on diagnostic procedures, patient management, and planned future treatment. The physician's specialty and geographic location are also included. Data are accessible through the SETS 2.0 retrieval software on the CD-ROM.
</p>",
30758,https://doi.org/10.15139/S3/YJCYSX,,"The data were used to examine ""whether there were demographic differences in sleep attitudes and whether the interaction between demographic characteristics and sleep attitudes impacted sleep outcomes....""  ""One hundred seventy-two adults from across the United States completed an anonymous survey on sleep and health. Sleep attitudes varied according to age, gender, and race, with more positive sleep attitudes reported by older adults, women, and those who identified as White. Although positive sleep attitudes predicted more sleep and better quality sleep, these associations were modified by interactions of sleep attitudes with demographic characteristics. A more complex picture arose for the interaction between demographics and sleep attitudes predicting sleep outcomes...""",2018-09-21
3797,https://hdl.handle.net/1902.29/CD-0142,,"<p>""Studies included on this CD are BPS:96/2001 Beginning Postsecondary Students 1996/2001 Longitudinal Study and all other NCES data analysis systems available as of December, 2002. Additional studies on the CD-ROM include BPS:90/94 Beginning Postsecondary Students-Second Follow-up; BB:97 Baccalaureate and Beyond Second Follow- up; National Postsecondary Student Aid Survey (NPSAS) NPSAS:2000 Undergraduate Students; NPSAS:2000 Graduate and First-Professional Students; NPSAS:96 Undergraduate Stud
ents; NPSAS:96 Graduate and First- Professional Students; NPSAS:93 Undergraduate Students; NPSAS:93 Graduate Students; NPSAS:90 Undergraduate Students; NPSAS:90 Graduate/First Professionals; NPSAS:87 Undergraduates; NPSAS:87 Graduate and First-Professional Students; National Study of Postsecondary Faculty: 1999; 1993 National Study of Postsecondary Faculty; National Survey of Postsecondary Faculty: 1987; National Education Longitudinal Study: 1988/2000; High School
&amp; Beyond: Sophomores, 1980-1992; High School &amp; Beyond: 1980-86 Seniors; National Longitudinal Study of the High School Class of 1972; and National Household Education Survey of Adult Education 1995.""</p><p>Note to Users: This CD is part of a collection located in the Data Archive of the Odum Institute for Research in Social Science at the University of North Carolina in Chapel Hill. The collection is located in Room 10, Manning Hall. Users may check the CDs out subscribing to the honor s
ystem. Items may be checked out for a period of two weeks. Loan forms are located adjacent to the collection.
</p>",
557,https://hdl.handle.net/1902.29/11389,,"<p><b>[RESTRICTED DATA]</b></p> <p><b>MEASURE Evaluation Restricted Data Request Process</b></p>  <p>The documentation is publicly accessible, but the data files are available only upon request. If you would like to gain access to the data in this study, please submit a request by clicking on the “Request Access” link to the right of the dataset in the Data &amp; Analysis section.  </p> <p>Requests can only be made by registered DVN users. If you do not have a DVN account, please create one and
log-in before making your request.  </p> <p>Once your request has been submitted, MEASURE Evaluation will review it and follow-up with you by email. Please note that requests for restricted data files frequently require review and approval from international partners and can take several weeks to process. </p> <p>If you have any questions or concerns, please e-mail MEASURE Evaluation at measure@unc.edu. Thank you, MEASURE Evaluation Dataverse Network </p> <p></p> <p>The Government of Bangladesh
has invested in a maternal health program with support from a number of development partners. Committed to achieving the Millennium Development Goal (MDG) 5, Bangladesh’s targets are to reduce the maternal mortality ratio (MMR) to 143 per 100,000 live births by 2015, and to increase skilled attendance at birth to 50 percent by 2016. In the last decade, the health, nutrition, and population sector program of Bangladesh has adopted a national strategy for maternal health focusing on Emergency Obstetric Care (EmOC) for reducing maternal mortality, focusing especially on early detection and appropriate referral of complications, and improvement of quality of care. Since 2001, the government embarked on program to retrain existing government community health care workers as Community Skilled Birth Attendants (CSBA) as the primary operational strategy for achieving the 2015 target of 50 percent skilled attendance at birth.
</p>  <p>The second Bangladesh Maternal Mortality and Health Care Survey was conducted in 2010 (BMMS 2010) with the major objectives being to provide a maternal mortality estimate for the period 2008-2010, to determine whether MMR has significantly declined from 1998-2001, and to ascertain the causes of maternal death. The first such national level survey was conducted in 2001 (BMMS 2001).</p>  <p>The survey was carried out in a national sample of 175,000 households, interviewing ever-married wo
men 13 to 49, as well as investigating any deaths to women of reproductive ages, especially maternal and pregnancy-related deaths. Data collection for the survey was conducted from 18 January to 6 August, 2010.
</p>",
3045,https://hdl.handle.net/1902.29/H-901106,,"<p>This study focuses on current issues including crisis in the Persian Gulf, President Bush's handling of crisis, rating of Congress, federal budget issues, budget negotiations, diet and nutrition, regular exercise, and cholesterol.</p>",
1378,https://hdl.handle.net/1902.29/D-31258,,"<p>This survey was conducted among residents of Indiana on many topics of state and local interest including Purdue University Cooperative Extension Service, taxes, the Indiana Department of Workforce Development, daily life habits, physical health, and illness. Background questions include, party affiliation, marital status, age, education, race, income and sex.</p>",
661,https://hdl.handle.net/1902.29/10193,,"<p>The North Carolina State Center for Health Services (SCHS) collects yearly vital statistics. The Odum Institute holds vital statistics beginning in 1968 for births, fetal deaths, deaths, birth/infant deaths, marriages and divorce. Public marriage and divorce data are available through 1999 only.</p><p>This study focuses on deaths in North Carolina in 1989. Death is defined as the permanent disappearance of any evidence of life at any time after live birth. This definition excludes fetal death
s. The data kept for deaths includes the age, race, marital status, and sex of the individual; date, time, cause and location of death; mode of burial; and the deceased occupation.
</p><p>The data is strictly numerical, there is no identifying information given about the individuals.</p>",
3180,https://hdl.handle.net/1902.29/H-941305,,"<p>This survey of residents of Delaware focuses on the coming elections, including the race for the US Senate, US House of Representative, State Attorney General, and rating of Governor Carper.</p>",
31165,https://doi.org/10.15139/S3/DKOUDY,,"While some scholarly journals have demonstrated their commitment to research transparency and openness by issuing data policies that require authors to make their data available for validation and extension of published findings, many of these policies lack a mechanism for data review and verification. This project, funded by the Robert Wood Johnson Foundation (OAR 74419), seeks to identify the most effective and efficient methods for implementing data policies that incorporate these measures for supporting research transparency. Using an analysis of journal policies and surveys and interviews of editors, reviewers, and authors, the project will develop a model for robust data policy implementation that  provides clear guidance on implementing robust data policies that support the discoverability, accessibility and usability of data underlying published articles.",2018-12-14
4662,https://hdl.handle.net/1902.29/D-33541,,"<p>This survey focuses on personal finances, perception of the economy, credit card use, and overall debt, including mortgages, bank loans, and installment loans. Increased focus on media exposure, particularly on the amount and type of news received via newspapers, in addition to television. Maintains focus on computer use, telephone service, level of educational attainment, and political affiliation.</p>",
927,https://hdl.handle.net/1902.29/11176,,"This instrument consists of 24 items that assess an individual’s level of reactivity or central nervous system arousability. Individuals respond to each item on a 5-category scale ranging from ‘‘disagree strongly’’ to ‘‘agree strongly.’’ The Kohn yields a single summary score created by summing all of the items, after reverse scoring half of the items. This measure has been reported to have adequate internal consistency, ranging from alpha of .73 to .83. The Kohn has been shown to correlate negatively with pain tolerance and it has been used as a measure of the construct of hypervigilance.",
5353,https://hdl.handle.net/1902.29/11887,,"Quantitative sensory testing (QST) data and autonomic data for the OPPERA Case-Control Study. Quantitative sensory testing was conducted in three sensory domains, pressure pain, mechanical cutaneous (pricking) pain, and heat pain.",
2676,https://hdl.handle.net/1902.29/H-792102,,"<p>Telephone survey investigates attitudes about American foreign policy in Iran, Vietnam, China, and Russia.</p><p>Questions focus on the Carter administration's handling of the Iranian crisis, ways to control the inflationary spiral, responses to television advertisements, career preferences for young people in 20 years, and U.S.-Russian relations.</p>",
1686,https://hdl.handle.net/1902.29/D-31544,,"<p>This is a longitudinal national data series for 167 nations.</p><p>Begun in the fall of 1968 at the State University of New York at Binghamton by the Center for Comparative Political Research, this project was a continuation of a project which was started in Washington a year earlier to assemble, in machine-readable, longitudinal format, certain aggregate data from the Statesman's Yearbook. However, it was decided to expand the information included and consequently several other sources were
consulted including the United Nations Demographic Yearbook, Statistical Yearbook. along with material from the individual countries. Data were assembled dating back to 1815 (immediately after the Congress of Vienna and formation of the modern international system) and including all commonly recognized members of the international community. Variables were collected on the following areas: 1) area and population 2) urbanization data 3) government revenue and expenditures 4) trade data 5) energy production and consumption 6) transportation data 7) industrial, labor force and size of military data 8) communications data 9) national income and currency data and 10) political data. The 1915-1999 collection consists of 3 data files: Source data, Calculated variables data, and Percent change variables data.
</p>",
30244,https://doi.org/10.15139/S3/JPZIJY,,"American state constitutions vary tremendously in their length, amendment rate, and age. These three variables—especially the first two—strongly influence the rate at which state supreme courts strike down state actions for violating the state constitution. Longer, more detailed constitutions reduce policy flexibility, increasing judicial invalidations; rarely updated constitutions may fail to address modern concerns, increasing invalidations; and recently adopted constitutions may contain fragile logrolls and similar shortcomings, also increasing invalidations. These findings add new considerations to a rich literature on judicial review in state supreme courts.",
29255,https://doi.org/10.15139/S3/TTAHDA,,Hanger AMP Study 1 Long formatted dataset; already cleaned in the Qualtrics to SPSS pipeline,
2099,https://hdl.handle.net/1902.29/10796,,"The Georgia Poll is a telephone survey of adult residents in Georgia conducted by the Survey Research Center (SRC). The purpose was to learn the attitudes and opinions of Georgia residents towards several key sets of questions, and information about local and national affairs.",2004-02-09
1867,https://hdl.handle.net/1902.29/D-17536,,"<p>Public opinion on the major political problems after the elections of March 20, 1988.</p>",
4773,https://hdl.handle.net/1902.29/D-30890,,"<p>This survey focuses on rating of President Reagan, candidate and party preference, minimum wage, nuclear weapons, national defense, and religious programs on TV.</p>",
5348,https://hdl.handle.net/1902.29/11263,,"The PSQI is the most commonly administered self-report sleep measure. This 19-item instrument assesses sleep quality during the previous month across the following domains: Subjective Sleep Quality, Sleep Latency, Sleep Duration, Habitual Sleep Efficiency, Sleep Disturbances, Use of Sleep Medications, and Daytime Dysfunction.
<sup>[1]</sup> Internal consistency was found to be high, with Cronbach’s alpha of .83, and test-retest reliability for Global PSQI scores was .85.<sup>[1]</sup> For the PSQI, errors in subjects’ reporting of time values were corrected by algorithm (e.g., when 12:00 AM was confused with 12:00 PM or reporting 40:00 PM instead of 4:00 PM). For subjects who reported hours of sleep but not minutes, the value for minutes was set to 0. <br/><br/>[1] Buysse DJ, Reynolds CF III, Monk TH, Berman SR, Kupfer
DJ: The Pittsburgh Sleep Quality Index: A new instrument for psychiatric practice and research. Psychiatry Res 28:193-213, 1989",
30659,https://doi.org/10.15139/S3/12438,,RLMS-HSE Longitudinal Household and Individual data files starting in 1994 and updated annually. These files contain variable and value labels in English. Use these files when possible instead of the cross-sectional files by year.,2016-08-28
1235,https://hdl.handle.net/1902.29/11689,,"Index children have now been followed through adolescence and into young adulthood, and the CHLNS is tracking their offspring as they begin to have children themselves. The objective is to have a high quality, longitudinal intergenerational study of health. For the mothers, the objective is to follow mothers to the end of their reproductive careers to understand the effects of reproductive cycles on maternal health and nutritional status and to track the development of chronic disease risk factors and aging-related disabilities.
<br/><br/>  The 1994-95 follow-up study of women and children from the original CLHNS was undertaken beginning in October of 1994 and was completed in October of 1995. Approximately 2,300 women from the original CLHNS sample were located and interviewed. In addition a new sample of about 500 women between the ages of 15 and 25 were recruited. The resulting total sample of 2800 women represented ages from 15 to 55. Basic questionnaire modules from the original and 1991 follow-up surveys were admi
nistered to ensure continuity with previous rounds of data collection. Additional information on family planning, women's
health status, intra-household relationships, school achievement, non-verbal intelligence, vision, and hearing were added.
<br/><br/> For each child, information is available on diet, health history (major illnesses, immunizations, hospitalizations), nutritional status (based on anthropometry), schooling, and IQ. The 1994 survey added tests achievements tests of Cebuano and English reading skills, and mathematics.",
31279,https://doi.org/10.15139/S3/QXRH9S,,"The United States Agency for International Development (USAID)/Bangladesh requested an external impact evaluation of the “Nongovernmental Organization (NGO) Health Service Delivery Project” (NHSDP) program that was awarded to Pathfinder International in December 2012. The impact evaluation used a difference-in-difference (DID) strategy to determine program impact. This design requires collecting baseline and endline data in program intervention areas and similar comparison areas, which serve as the counterfactual for the impact evaluation. The 2014 NHSDP baseline survey is the first of the two surveys. The main objective of the survey was to measure USAID performance indicators related to health and family planning that the program seeks to improve in program intervention areas and in similar comparison areas (where NHSDP is not in operation). The survey provides baseline characteristics for assessing the program’s performance at the population level. Additionally, the survey collected information on individual, household, and neighborhood-level characteristics associated with health outcomes and health behaviors. Separate surveys were conducted for urban and rural areas.",
3911,https://hdl.handle.net/1902.29/CD-10955,,"<p> 1 computer laser optical disc ; 4 3/4 in.</p> <p>Abstract: Summary file of data in ASCII format from Census 2000 for the United States and Puerto Rico with modified race data to reconcile Census 2000 race categories with race categories in adminstrative records used to produce population estimates and projections. </p> <p>System requirements: 486 or Pentium processor-based PC; 8 MB RAM (16MB recommended) on Windows 95, or 16 MB RAM on Windows NT (24MB recomended), 10MB of additional hard spa
ce; Windows 95, 98, or NT 4.0; Adobe Acrobat Reader 4.0 (or higher).
</p> <p>CD no.: C1-DOO-MARS-01-US</p>",
29964,https://hdl.handle.net/1902.29/11731,,"The most important pieces of documentation for the <a href=""https://dataverse.unc.edu/dataverse/rlms-hse"">Russia Longitudinal Monitoring Survey data sets</a> are the questionnaires. The questionnaire files are English-language translations of the original Russian questionnaires. The English versions have been translated as literally as possible. The order of the questions and the layout of the pages have been preserved in the English versions. <br/><br/> The questionnaires are also designed to function as codebooks. The variable names, as they appear in the data sets, are usually listed below or to the left of the questions. If the abbreviation (char) appears with a variable name, then the responses to that question are stored in a character variable. If there is no variable name associated with a particular question, then the responses to that question do not appear in the data set.
<br/><br/> Some questions in the questionnaires are color coded. Pink means that the question was added. Green indicates changes from the previous round (e.g., year). Gray means that the questions were asked, but the data are not available for public use - the questions were added at the request of the Pension Office and are for their use only. <br/><br/> The original Russian-language questionnaires are available for all rounds, with the exception of the community questionnaires, which are only
available for 2000-2003 and from 2011 on.   Please note that, unlike the English-language versions, variable names do not appear in the Russian-language versions.",2015-08-31
4288,https://hdl.handle.net/1902.29/D-30774,,"<p>This survey was conducted among residents of California on many topics including rating of President Reagan, party and candidate preference for 1984 election, political system, public good, 1984 Olympics, earthquakes, science and technology, fund raising organizations.</p>",
26452,https://doi.org/10.15139/S3/JJKV52,,"MRI Structural Scans (data files, not images)
<br><br>
Original dataset: L:\Johns\Project2\Main\_Scan\Data\mori_xx.sas7bdat, neodti_01.sas7bdat, neonate_03.sas7bdat
<br>Data processed 2/2013 and 8/2012.
",
4999,https://hdl.handle.net/1902.29/D-16195,,"<p>This survey asked respondents about the alleged gambling charges against Cincinnati Reds player, Pete Rose, the type of action that should be taken, and the effect of these allegations on the image of baseball</p>",
3570,https://hdl.handle.net/1902.29/CAPS-ADMINQ1,,"<p>This administrative unit asks Rs to evaluate aspects of the CAPS project itself. It includes several measures of how well Rs feel that they have gotten to know their team members, whether they prefer working alone or with others, feelings about the computer and computer communication, evaluations of CAPS units, suggestions for improving the project, and other comments. It also gives Rs an opportunity to give open-ended responses to a question about how they would like to see the $1000 end-of-
year bonus divided.</p><p>No standard scoring.</p>",
1206,https://hdl.handle.net/1902.29/11706,,"Index children have now been followed through adolescence and into young adulthood, and the CHLNS is tracking their offspring as they begin to have children themselves. The objective is to have a high quality, longitudinal intergenerational study of health. For the mothers, the objective is to follow mothers to the end of their reproductive careers to understand the effects of reproductive cycles on maternal health and nutritional status and to track the development of chronic disease risk factors and aging-related disabilities.
<br/><br/>",
1705,https://hdl.handle.net/1902.29/D-441,,N/A,
4850,https://hdl.handle.net/1902.29/D-488,,"<p>This study is useful as a source of world-wide statistics on rural and urban populations, on the number and size of cities, and on indices of urbanization and change, all made comparable in regard to crime.</p><p>""Information is provided for 214 countries for the following years -- 1950, 1960 and 1970. Items of information for each country include: 1) total population 2) urban population 3) city population 4) population of 1;655 cities with size greater than 100,000, etc. Primary sources for
these figures were The Demographic Yearbook and census reports of each country. Most of the figures could not be obtained from official sources and were therefore computed or estimated by the principal investigator.""
</p>",
417,https://doi.org/10.15139/S3/12193,,"The Voyages website (http://www.slavevoyages.org) provides the most comprehensive source of data currently available on the trans-Atlantic slave trade. Forming its core is the Voyages Database, originally published as the Trans-Atlantic Slave Trade: A Database - on CD-ROM by Cambridge University Press (1999). The Voyages Database contains records of nearly 36,000 separate slaving voyages between 1514 and 1866, gleaned from original documents and historical publications located in archives, libraries, and other institutions throughout the world. Data from these historical records were collected over many decades and the database has continued to be updated as new documents are discovered. Each record in the Voyages Database offers information on a single slaving voyage; some of the details include the country of origin, the individual(s) who sponsored it, the voyage itself (its itinerary, dates of travel, and outcome), captains and crew members, slaves transported, and the sources providing this voyage information. As freely available online resources, the Voyages Database and the Voyages website provide professional researchers, K-12 educators and students, and the general public with a single location for understanding and investigating the history of the trans-Atlantic slave trade.",2016-07-27
2296,https://hdl.handle.net/1902.29/H-2436,,"<p>Survey focuses on attitudes toward key issues in American foreign policy.</p><p>Questions include major problems confronting the U.S., priorities in foreign policy, the U.S. role in world affairs, military and economic aid to foreign countries, and foreign policymakers.</p>",
31330,https://doi.org/10.15139/S3/XOEXBK,,"The use of deception is common in elite correspondence audit studies. Elite audit studies are a type of field experiment used by researchers to test for discrimination against vulnerable populations seeking to access government resources. These studies have provided invaluable insights, but they have done so at the cost of using deception. They have relied on identity, activity and motivation deception. In addition, they request unnecessary work. Is there a less deceptive alternative? In this manuscript I present results from a field experiment with state legislative offices that minimizes the use of deception. Consistent with elite correspondence audit studies, I find evidence of discrimination against Hispanics among state legislative offices. Additionally, I find that discrimination is mitigated when subjects believe their behavior will be public knowledge. This suggests that discrimination can be mitigated through increased monitoring. This manuscript advances the discussion on how to minimize the use of deception in elite field experimentation and how to mitigate discrimination against vulnerable populations.",2020
372,https://hdl.handle.net/1902.29/11530,,"In early 2011, the Emory University Libraries, in cooperation with the Emory University Office of Institutional Research, sent an email invitation to all students and faculty at Emory University to voluntarily complete an online survey relating to their experiences and satisfaction with library services and staff. The survey was comprised of questions with 78 responses possible and was administered using Vovici software. It was open for approximately 3 weeks, from February 2 to February 28, and three email reminders were sent at 1-week intervals. Survey respondents were allowed to move forward in the survey without requiring an answer to each question. More than 1800 students and more than 300 faculty members from a wide range of schools and departments across campus responded to the survey.",
477,https://hdl.handle.net/1902.29/10664,,"Researchers used the Priorities for Local AIDS Control Efforts (PLACE) method in Cape Town, South Africa, from 1999 to 2002. The PLACE method identifies specific sites where high-risk populations meet to find sexual partners and inject drugs. PLACE efforts then collects behavioral information from the people attending these sites and assesses local HIV/AIDS prevention efforts. For this study, 977 people socializing at 40 sites were randomly selected and interviewed in 1999, 2000, and 2002 about their sexual history, condom use, and willingness to attend HIV/AIDS educational programs.",
5146,https://doi.org/10.15139/S3/11952,,"The Guyana Biobehavioural Surveillance Survey (BBSS) is a key source of information for Guyana’s routine health information system. For the 2014 round of data collection, the BBSS relied upon the PLACE (Priorities for Local AIDS Control Efforts) methodology. PLACE is a rapid assessment tool to monitor and improve AIDS prevention program coverage in areas where HIV transmission is most likely to occur. PLACE is designed for local program managers who want to know where to target resources to prevent new infections. PLACE systematically identifies gaps in current prevention programs, enhances the local use of these findings to improve program delivery, and monitors program coverage over time using over time using easy-to-understand indicators and coverage maps. Although PLACE findings may be used to inform several AIDS control activities, the focus is on monitoring behavior and program coverage. PLACE can also provide estimates of the size of populations key to the epidemic, including sex workers and men who have sex with men.",
31679,https://doi.org/10.15139/S3/EG5RVF,,This survey was conducted among South Carolina voters likely to vote in the 2020 presidential primary for president.,2019
1957,https://doi.org/10.15139/S3/12275,,"This statewide survey of Alabama adults collected responses to questions on various topics including the rating of public officials (such as the President and Governor of Alabama), political participation, the influence of the state government, and other topics of interest to Alabama residents.",
3972,https://hdl.handle.net/1902.29/CD-0061,,"<p>County Business Patterns is an annual series that provides subnational economic data by industry. The series is useful for studying the economic activity of small areas, analyzing economic changes over time, and as a benchmark for statistical series, surveys, and databases between economic censuses. Businesses use the data for analyzing market potential, measuring the effectiveness of sales and advertising programs, setting sales quotas, and developing budgets. Government agencies use the dat
a for administration and planning. County Business Patterns covers most of the country's economic activity. The series excludes data on self-employed individuals, employees of private households, railroad employees, agricultural production employees, and most government employees. Data from the County Business Patterns series are published primarily on the basis of the North American Industry Classification System (NAICS). Earlier County Business Patterns data were published according to the Standard Industrial Classification (SIC)system. While many of the individual NAICS industries correspond directly to industries as defined under the SIC system, most of the aggregate NAICS groupings do not. Particular care should be taken in comparing data for retail trade, wholesale trade, and manufacturing, which are sector titles used in both NAICS and SIC, but cover somewhat different groups of industries. For more information on NAICS and changes from the SIC system, go to www.census.gov/epcd/www/naics.html. The 1999 County Business Patterns series includes the following NAICS sectors: Forestry, Fishing, Hunting, and Agriculture, Mining, Utilities, Construction, Manufacturing, Wholesale Trade, Retail Trade, Transportation and Warehousing, Information, Finance and Insurance, Real Estate and Rental and Leasing, Professional, Scientific, and Technical Services, Management of Companies and Enterprises, Administrative and Support and Waste, Educational Services, Health Care and Social Assistance, Arts, Entertainment, and Recreation, Accommodation and Food Services, Other Services, Auxiliaries and Unclassified. Data Extraction: The CD-ROM in addition of including PDF tables, also includes
software for creating County Business Patterns data files compatible with popular database and spreadsheet software.
</p><p>Note to Users: This CD is part of a collection located in the Data Archive of the Odum Institute for Research in Social Science, at the University of North Carolina at Chapel Hill. The collection is located in Room 10, Manning Hall. Users may check out the CDs, subscribing to the honor system. Items can be checked out for a period of two weeks. Loan forms are located adjacent to the collection.</p>",
866,https://hdl.handle.net/1902.29/11263,,"The PSQI is the most commonly administered self-report sleep measure. This 19-item instrument assesses sleep quality during the previous month across the following domains: Subjective Sleep Quality, Sleep Latency, Sleep Duration, Habitual Sleep Efficiency, Sleep Disturbances, Use of Sleep Medications, and Daytime Dysfunction.
<sup>[1]</sup> Internal consistency was found to be high, with Cronbach’s alpha of .83, and test-retest reliability for Global PSQI scores was .85.<sup>[1]</sup> For the PSQI, errors in subjects’ reporting of time values were corrected by algorithm (eg, when 12:00 AM was confused with 12:00 PM or reporting 40:00 PM instead of 4:00 PM). For subjects who reported hours of sleep but not minutes, the value for minutes was set to 0. <br/><br/>[1] Buysse DJ, Reynolds CF III, Monk TH, Berman SR, Kupfer
DJ: The Pittsburgh Sleep Quality Index: A new instrument for psychiatric practice and research. Psychiatry Res 28:193-213, 1989",
2153,https://hdl.handle.net/1902.29/10848,,"Survey asked  questions on issues such as job opportunities and security, retirement, spending on education, state gasoline tax and most important issues facing the state.",
4492,https://hdl.handle.net/1902.29/D-31651,,"<p>Topics in this survey include job performance of political officials and the state legislature, most important issues for Arizona's governor to address, favorite party for the 2004 presidential election, tax rebates, features that influence selection of foods, price respondent would pay for locally grown foods, best way to manage Arizona's forested areas, use of controlled burns to thin forested areas, ways to control obesity, junk food in schools, and gay marriages. Demographic data include
favorite political party, political philosophy, voter registration status, voting history, year born, education, children under age 18 living at home, household income, ethnicity, race, gender, involvement in organized religion, reason for participation in this survey, incentives to participate in surveys, and comfort level responding to sensitive issues.
</p>",
29912,https://doi.org/10.15139/S3/IZDMFL,,"This research is aimed at training the teachers through lesson study in cooperation with other teachers for discussion on: (1) Integrated Thematic Lesson Plan (LP) based on curriculum 2013 for grade 3 of elementary school, (2) implementation of integrated thematic lessons according to curriculum 2013 for grade 3 of elementary school, and (3) making the Integrated Thematic learning tool in the form of LP according to curriculum 2013 and VCD of learning for grade 3 of elementary school. The data were collected from 12 teachers of grade 3 of the elementary schools in Malang. From the data, then analyzed descriptively by: (a) checking the validity of data, (b) identifying and classifying data and (c) data analysis done by calculating the percentage and determining the results of the discussion. Research in the phase I used the descriptive method, qualitative and the data were analyzed by changing percentage. The results of the phase I are aimed at: (a) developing the Integrated Thematic Lesson Plan (LP) based on curriculum 2013 through lesson study, (b) imroving or revising the LP according to curriculum 2013 through lesson study (c) implementing learning process through LP test according to curriculum 2013 which has been enhanced through lesson study, (d) making the VCD of learning implementation using LP according to curriculum 2013 which has been revised. The research method is in the form of training and developing prototype. Expected outcomes include: (a) learning tools in the form of Integrated Thematic LP based on the lesson-study-based learning of curriculum 2013 and (b) Thematic Integrated VCD learning based on the lesson-study-based learning of curriculum 2013.",2017-10-01
2974,https://hdl.handle.net/1902.29/H-881102,,"<p>This study focuses on issues associated with substance abuse, including sleeping pills, liquor, marijuana, amphetamines, cigarettes, coffee, diet pills, overeating, heroin, cocaine or crack, tranquilizers and gambling and health care. Questions included long-term health care, nursing home costs, government programs for chronically ill or disabled. Respondents were also asked to identify their political party affiliation, and answer questions about the 1988 presidential and vice presidential c
andidates. suha Omnibus and Public Opinion Studies</p>",
2310,https://hdl.handle.net/1902.29/H-1385,,"<p>Pre-election survey of U.S. adults focused on Presidential candidates, Lyndon Johnson and Barry Goldwater, and their stands on civil rights, Communism, and Russian leadership.</p><p>Additional data were gathered on attitudes toward Federal excise tax.</p>",
4609,https://hdl.handle.net/1902.29/D-33462,,"<p>This survey focuses on perception of the economy, credit card usage and overall debt, media exposure, and internet usage. Also maintains a focus on political party affiliations, voting behavior and activity, as well as surveying opinions regarding state and local infrastructure development.</p>",
4874,https://hdl.handle.net/1902.29/D-31467,,"<p>This study examined the political and economic situation in Lima, Peru. Issues addressed include main problems in Lima, the economic situation of the family and how it has changed in the past six months, opinions on Shining Path community and Guzman, contamination and the environment, recent decisions made by Congress, and privatization of the telephone company, the police, belief in God and life after death. Demographic data gathered include sex, education, past voting behavior, household co
mposition, and ownership of luxury items.</p>",
784,https://hdl.handle.net/1902.29/10286,,"<p>The North Carolina State Center for Health Services (SCHS) collects yearly vital statistics. The Odum Institute holds vital statistics beginning in 1968 for births, fetal deaths, deaths, birth/infant deaths, marriages and divorce. Public marriage and divorce data are available through 1999 only.</p><p>North Carolina law defines marriage as the legal union of a male and a female (G.S. 51-1). Legal divorce or annulment can occur only by decree of an authorized court. Annulments, which void marr
iage from the beginning, constitute less than one percent of the sum of these events. A divorce from bed and board is a judicial separation suspending cohabitation but not otherwise affecting the marriage bond. Divorces from bed and board are not included in these files. This study focuses on North Carolina divorces for 1969. Data includes information on the age and race of the plaintiff; information on the number of minor children; grounds for divorce; as well as the place, state, and date of the marriage.
</p><p>The data is strictly numerical, there is no identifying information given about the individuals.</p>",
2346,https://hdl.handle.net/1902.29/H-11581,,"<p>This survey focuses on issues and ratings, alienation index, public health, privacy and investors. Standard demographic variables included are: number of adults, presence of children, age, education, health problems, party affiliation, political philosophy, household income for 1998, Hispanic origin, race, number of telephone lines, sex.</p>",
31328,https://doi.org/10.15139/S3/PMAAWG,,"<br>Request dataset here: https://champshealth.org/data-access/ </br>
<br>Version 3.1 of the standard, limited CHAMPS dataset included these files: case demographics (including MITS measurements), verbal autopsy, DeCoDe results, TAC results, and lab results. The rules to determine Immediate Cause and Underlying Cause of Death were revised.  This dataset is updated monthly. The version of this dataset changes quarterly when a revised ICD-10 mapping document is uploaded.</br>",2020-01-17
3642,https://hdl.handle.net/1902.29/CD-0127,,"<p>This CD-ROM contains the 1979 Natality Detail public use data file and documentation for the U.S. Data are limited to births occurring within the United States to U.S. residents and nonresidents. Births to nonresidents of the U.S. are excluded from all tabulations by place of residence. Births occurring to U.S. citizens outside the U.S. are not included in this file. Items include geographic variables for occurrence of birth and residence of parents, prenatal care, demographic variables for t
he child and parents, pregnancy history, and other delivery, medical, and health information. The National Center for Health Statistics (NCHS) has removed direct identifiers and characteristics that might lead to identification of data subjects.
</p><p>Note to Users: This CD is part of a collection located in the Data Archive at the Odum Institute for Research in Social Science, University of North Carolina at Chapel Hill. The collection is located in Room 10, Manning Hall. Users may check out the CDs, subscribing to the honor system. Items may be checked out for a period of two weeks. Loan forms are located adjacent to the collection.</p>",
