,datasetPID,datasetPIDUrl,numberOfVersions,publicationDate,latestReleaseDate,ageOfDataset(Days),ageOfLastUpdate(Days),descriptionLenth,license,termsExist,relPubCount,relPubPIDCount,usedMetadataBlocks,numberOfFiles,noFileDescriptionCount,uniqueContentTypes,uningestedTabFilesCount,restrictedFilesCount
270,doi:10.7910/DVN/0MXT0H,https://doi.org/10.7910/DVN/0MXT0H,1,2020-01-17 15:21:58+00:00,2020-01-17 15:21:58+00:00,284,284,925,NONE,False,1,0,"citation,journal",4,0,"application/pdf,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
271,doi:10.7910/DVN/8XT86F,https://doi.org/10.7910/DVN/8XT86F,1,2020-01-24 18:58:05+00:00,2020-01-24 18:58:05+00:00,277,277,1076,NONE,False,1,0,"citation,geospatial,journal",52,0,"application/gzip,application/pdf,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
272,doi:10.7910/DVN/AZFHYN,https://doi.org/10.7910/DVN/AZFHYN,1,2019-11-25 14:28:48+00:00,2019-11-25 14:28:48+00:00,337,337,1023,NONE,False,1,0,"citation,journal",10,0,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
273,doi:10.7910/DVN/PXOT5L,https://doi.org/10.7910/DVN/PXOT5L,1,2019-08-28 23:05:49+00:00,2019-08-28 23:05:49+00:00,425,425,1075,NONE,False,0,0,"citation,geospatial",15,15,"application/pdf,text/plain",0,0
274,doi:10.7910/DVN/NGTWWJ,https://doi.org/10.7910/DVN/NGTWWJ,1,2019-09-05 16:22:19+00:00,2019-09-05 16:22:19+00:00,418,418,982,NONE,False,1,0,"citation,journal",71,71,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
275,doi:10.7910/DVN/HI1CUP,https://doi.org/10.7910/DVN/HI1CUP,1,2019-09-04 16:32:31+00:00,2019-09-04 16:32:31+00:00,419,419,1053,NONE,False,1,0,"citation,journal",5,5,"application/pdf,application/x-stata-syntax,text/plain",0,0
276,doi:10.7910/DVN/VG3UFZ,https://doi.org/10.7910/DVN/VG3UFZ,2,2019-09-04 16:01:31+00:00,2019-10-10 18:36:23+00:00,419,383,1166,NONE,False,1,0,"citation,geospatial,journal",7,6,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
277,doi:10.7910/DVN/PGFOXW,https://doi.org/10.7910/DVN/PGFOXW,1,2019-08-23 12:49:42+00:00,2019-08-23 12:49:42+00:00,431,431,1084,NONE,False,1,0,"citation,geospatial,journal",7,7,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
278,doi:10.7910/DVN/YQSBOA,https://doi.org/10.7910/DVN/YQSBOA,1,2020-03-02 17:54:00+00:00,2020-03-02 17:54:00+00:00,239,239,1008,NONE,False,1,0,"citation,journal",13,13,"application/octet-stream,application/pdf,application/x-stata-syntax,application/zipped-shapefile,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
279,doi:10.7910/DVN/STXADQ,https://doi.org/10.7910/DVN/STXADQ,2,2019-05-01 13:13:40+00:00,2019-11-22 21:05:59+00:00,545,339,1091,NONE,False,1,1,"citation,journal",73,71,"application/pdf,text/plain,text/tab-separated-values,text/xml,type/x-r-syntax",0,0
280,doi:10.7910/DVN/RLLL1V,https://doi.org/10.7910/DVN/RLLL1V,2,2019-04-26 14:17:01+00:00,2019-11-22 20:44:08+00:00,550,340,1911,NONE,False,1,1,"citation,journal",52,5,"application/gzip,application/octet-stream,application/pdf,application/x-shellscript,text/csv,text/html,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values,text/x-python",17,0
281,doi:10.7910/DVN/QZNGVJ,https://doi.org/10.7910/DVN/QZNGVJ,2,2019-05-01 21:13:31+00:00,2019-11-22 19:41:13+00:00,544,340,937,NONE,False,2,2,"citation,journal",35,0,"application/pdf,text/csv,text/plain,text/tab-separated-values,type/x-r-syntax",5,0
282,doi:10.7910/DVN/FTFJTV,https://doi.org/10.7910/DVN/FTFJTV,2,2019-03-13 15:05:35+00:00,2019-11-22 20:10:02+00:00,594,340,877,NONE,False,1,1,"citation,journal",18,10,"application/pdf,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
283,doi:10.7910/DVN/CPVIOF,https://doi.org/10.7910/DVN/CPVIOF,2,2019-03-07 14:12:55+00:00,2019-11-22 19:54:15+00:00,600,340,1011,NONE,False,1,1,"citation,geospatial,journal",11,9,"application/pdf,application/x-stata-syntax,text/html,text/tab-separated-values,type/x-r-syntax",0,0
284,doi:10.7910/DVN/T8OYHT,https://doi.org/10.7910/DVN/T8OYHT,2,2019-04-15 13:40:26+00:00,2019-11-22 20:18:25+00:00,561,340,1089,NONE,False,1,1,"citation,journal",10,0,"application/pdf,application/x-stata-syntax,text/tab-separated-values,type/x-r-syntax",0,0
285,doi:10.7910/DVN/KGIBK5,https://doi.org/10.7910/DVN/KGIBK5,2,2019-03-13 14:08:12+00:00,2019-11-22 20:01:29+00:00,594,340,993,NONE,False,1,1,"citation,journal",8,3,"application/pdf,text/tab-separated-values,type/x-r-syntax",0,0
286,doi:10.7910/DVN/IAPQ3X,https://doi.org/10.7910/DVN/IAPQ3X,2,2019-03-01 15:58:03+00:00,2019-11-22 19:17:54+00:00,606,340,1071,NONE,False,1,1,"citation,journal",33,2,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
287,doi:10.7910/DVN/9SF3TI,https://doi.org/10.7910/DVN/9SF3TI,2,2019-02-22 18:55:17+00:00,2019-11-22 19:02:47+00:00,613,340,1021,NONE,False,1,1,"citation,journal",33,18,"application/pdf,application/x-rlang-transport,text/markdown,text/tab-separated-values,type/x-r-syntax",9,0
288,doi:10.7910/DVN/8KNF3I,https://doi.org/10.7910/DVN/8KNF3I,3,2019-02-12 17:17:48+00:00,2019-11-22 18:25:24+00:00,623,340,1059,NONE,False,1,1,"citation,journal",4,2,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
289,doi:10.7910/DVN/HUZGPJ,https://doi.org/10.7910/DVN/HUZGPJ,2,2019-01-04 16:39:28+00:00,2019-11-22 16:58:19+00:00,662,340,1041,NONE,False,1,1,"citation,geospatial,journal",13,1,"application/pdf,application/winhlp,application/x-stata-syntax,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values,type/x-r-syntax",0,0
290,doi:10.7910/DVN/U6EC8N,https://doi.org/10.7910/DVN/U6EC8N,1,2020-02-10 16:51:20+00:00,2020-02-10 16:51:20+00:00,260,260,983,NONE,False,1,0,"citation,geospatial,journal",7,0,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
291,doi:10.7910/DVN/PBQRGQ,https://doi.org/10.7910/DVN/PBQRGQ,2,2019-09-11 15:14:06+00:00,2019-09-26 20:18:21+00:00,412,397,965,NONE,False,1,0,"citation,journal",6,6,"application/pdf,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
292,doi:10.7910/DVN/EWRXPU,https://doi.org/10.7910/DVN/EWRXPU,2,2018-10-05 17:54:02+00:00,2019-11-21 21:14:17+00:00,753,340,1040,NONE,False,1,1,"citation,journal",27,27,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
293,doi:10.7910/DVN/XZ0IZE,https://doi.org/10.7910/DVN/XZ0IZE,2,2018-08-22 18:14:14+00:00,2019-11-21 18:28:54+00:00,797,341,1046,NONE,False,1,1,"citation,journal",28,28,"application/pdf,application/x-rlang-transport,application/x-stata-syntax,text/comma-separated-values,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values,type/x-r-syntax",4,0
294,doi:10.7910/DVN/YWZBUJ,https://doi.org/10.7910/DVN/YWZBUJ,2,2018-07-23 18:24:03+00:00,2019-11-21 18:05:28+00:00,827,341,969,NONE,False,1,1,"citation,journal",10,10,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
295,doi:10.7910/DVN/WKJJ3Z,https://doi.org/10.7910/DVN/WKJJ3Z,2,2018-07-10 15:48:57+00:00,2019-11-21 17:13:44+00:00,840,341,985,CC0,True,1,1,"citation,journal",64,1,"application/dbf,application/octet-stream,application/pdf,application/sbn,application/sbx,application/shp,application/shx,application/vnd.antix.game-component,application/x-stata,application/zip,text/csv,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values,text/xml,type/x-r-syntax",5,0
296,doi:10.7910/DVN/AH2PEI,https://doi.org/10.7910/DVN/AH2PEI,1,2019-10-14 15:12:15+00:00,2019-10-14 15:12:15+00:00,379,379,916,NONE,False,1,0,"citation,journal",9,0,"application/pdf,application/x-stata-syntax,text/tab-separated-values",0,0
297,doi:10.7910/DVN/ELG3DE,https://doi.org/10.7910/DVN/ELG3DE,1,2019-10-23 13:38:09+00:00,2019-10-23 13:38:09+00:00,370,370,1015,NONE,False,1,0,"citation,journal",11,10,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
298,doi:10.7910/DVN/ROLEY5,https://doi.org/10.7910/DVN/ROLEY5,2,2018-05-02 19:14:52+00:00,2019-11-21 16:32:45+00:00,909,341,1055,CC0,True,1,1,"citation,geospatial,journal",18,0,"application/pdf,application/x-stata-syntax,text/csv,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values",1,0
299,doi:10.7910/DVN/8PIIAI,https://doi.org/10.7910/DVN/8PIIAI,1,2019-11-13 16:51:03+00:00,2019-11-13 16:51:03+00:00,349,349,954,NONE,False,1,0,"citation,journal",4,4,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
300,doi:10.7910/DVN/YQYZ6O,https://doi.org/10.7910/DVN/YQYZ6O,1,2019-09-27 15:18:33+00:00,2019-09-27 15:18:33+00:00,396,396,1035,NONE,False,1,0,"citation,geospatial,journal",13,13,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
301,doi:10.7910/DVN/QYG8ZI,https://doi.org/10.7910/DVN/QYG8ZI,1,2019-08-26 20:20:23+00:00,2019-08-26 20:20:23+00:00,428,428,1059,NONE,False,1,0,"citation,journal",12,0,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
302,doi:10.7910/DVN/VSVBTP,https://doi.org/10.7910/DVN/VSVBTP,1,2019-08-07 14:56:24+00:00,2019-08-07 14:56:24+00:00,447,447,1052,NONE,True,1,0,"citation,journal",6,6,"application/pdf,application/x-rlang-transport,text/plain,text/plain; charset=US-ASCII,type/x-r-syntax",1,0
303,doi:10.7910/DVN/MB2UKU,https://doi.org/10.7910/DVN/MB2UKU,1,2019-09-30 17:13:08+00:00,2019-09-30 17:13:08+00:00,393,393,995,NONE,False,1,0,"citation,geospatial,journal",18,18,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
304,doi:10.7910/DVN/INOLBS,https://doi.org/10.7910/DVN/INOLBS,3,2013-07-29 00:00:00+00:00,2015-05-21 19:38:29+00:00,2647,1986,1039,CC0,True,1,1,"citation,geospatial,journal",4,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
305,doi:10.7910/DVN/NUACCP,https://doi.org/10.7910/DVN/NUACCP,3,2013-08-27 00:00:00+00:00,2015-05-20 17:49:58+00:00,2618,1987,1091,CC0,True,1,1,"citation,geospatial,journal,socialscience",3,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
306,doi:10.7910/DVN/AARL5V,https://doi.org/10.7910/DVN/AARL5V,3,2012-10-29 00:00:00+00:00,2015-05-26 18:46:27+00:00,2920,1981,1140,CC0,True,1,1,"citation,geospatial,journal",2,0,"application/octet-stream,text/x-stata-syntax; charset=US-ASCII",0,0
307,doi:10.7910/DVN/P5TAFD,https://doi.org/10.7910/DVN/P5TAFD,1,2020-02-28 16:18:28+00:00,2020-02-28 16:18:28+00:00,242,242,999,NONE,False,1,0,"citation,geospatial,journal",14,14,"application/pdf,application/x-stata-syntax,application/zipped-shapefile,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
308,doi:10.7910/DVN/BZ9Z2D,https://doi.org/10.7910/DVN/BZ9Z2D,2,2019-05-06 13:25:07+00:00,2019-11-25 16:09:52+00:00,540,337,1047,NONE,False,1,1,"citation,geospatial,journal",29,21,"application/pdf,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
309,doi:10.7910/DVN/UEARI0,https://doi.org/10.7910/DVN/UEARI0,1,2020-01-29 18:39:08+00:00,2020-01-29 18:39:08+00:00,272,272,1028,NONE,False,1,0,"citation,journal",9,6,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
310,doi:10.7910/DVN/NRAQRH,https://doi.org/10.7910/DVN/NRAQRH,2,2018-01-22 15:44:24+00:00,2019-06-26 19:05:53+00:00,1009,489,952,CC0,True,1,1,"citation,journal",46,46,"application/dbf,application/pdf,application/sbn,application/sbx,application/shp,application/shx,application/x-stata,application/x-stata-syntax,text/comma-separated-values,text/csv,text/plain; charset=US-ASCII,text/tab-separated-values,type/x-r-syntax",13,0
311,doi:10.7910/DVN/9AWUYJ,https://doi.org/10.7910/DVN/9AWUYJ,2,2017-12-08 14:35:56+00:00,2019-06-26 18:40:04+00:00,1054,489,1072,CC0,True,1,1,"citation,journal",34,34,"application/pdf,application/x-rlang-transport,application/zip,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values,text/x-python,type/x-r-syntax",2,0
312,doi:10.7910/DVN/QBTECH,https://doi.org/10.7910/DVN/QBTECH,1,2019-08-01 18:00:45+00:00,2019-08-01 18:00:45+00:00,453,453,1095,NONE,False,1,0,"citation,geospatial,journal",6,0,"application/pdf,application/x-stata-syntax,text/tab-separated-values",0,0
313,doi:10.7910/DVN/XA5DRD,https://doi.org/10.7910/DVN/XA5DRD,3,2012-10-29 00:00:00+00:00,2015-05-26 18:26:32+00:00,2920,1981,1047,CC0,True,1,1,"citation,geospatial,journal",6,0,"text/plain; charset=US-ASCII,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
314,doi:10.7910/DVN/XS1SDX,https://doi.org/10.7910/DVN/XS1SDX,3,2013-08-27 00:00:00+00:00,2015-05-21 18:25:10+00:00,2618,1986,1041,CC0,True,1,1,"citation,journal",6,0,"application/pdf,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
315,doi:10.7910/DVN/DVP0UW,https://doi.org/10.7910/DVN/DVP0UW,4,2013-08-27 00:00:00+00:00,2015-05-20 17:39:29+00:00,2618,1987,1027,CC0,True,1,1,"citation,geospatial,journal",2,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
316,doi:10.7910/DVN/ZMG1IQ,https://doi.org/10.7910/DVN/ZMG1IQ,3,2013-06-11 00:00:00+00:00,2015-05-22 19:00:25+00:00,2695,1985,1057,CC0,True,1,1,"citation,geospatial,journal",1,0,application/zip,0,0
317,doi:10.7910/DVN/RJAUNW,https://doi.org/10.7910/DVN/RJAUNW,2,2016-07-13 13:22:47+00:00,2017-07-01 11:28:53+00:00,1567,1214,1048,CC0,True,1,1,"citation,journal",40,0,"application/octet-stream,application/pdf,application/vnd.ms-excel,application/warc,application/x-stata-syntax,application/zip,text/php,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values,type/x-r-syntax",0,0
318,doi:10.7910/DVN/KUWA5X,https://doi.org/10.7910/DVN/KUWA5X,2,2016-09-07 16:57:20+00:00,2017-10-11 20:17:37+00:00,1511,1112,1194,CC0,True,1,1,"citation,journal",53,52,"application/pdf,application/x-stata-13,application/x-stata-syntax,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values,text/x-fixed-field,type/x-r-syntax",1,0
319,doi:10.7910/DVN/XBNJD9,https://doi.org/10.7910/DVN/XBNJD9,3,2017-12-22 15:17:00+00:00,2019-11-12 17:02:09+00:00,1040,350,1128,CC0,True,1,1,"citation,journal",72,71,"application/gzip,application/pdf,application/x-iso9660-image,application/x-rlang-transport,application/x-sh,text/csv,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values,text/x-pascal,text/x-python,type/x-r-syntax",2,0
320,doi:10.7910/DVN/NOYBCQ,https://doi.org/10.7910/DVN/NOYBCQ,1,2019-08-07 19:45:56+00:00,2019-08-07 19:45:56+00:00,447,447,1071,NONE,False,1,0,"citation,geospatial,journal",11,0,"application/pdf,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
321,doi:10.7910/DVN/ZBRTJH,https://doi.org/10.7910/DVN/ZBRTJH,1,2019-12-16 18:48:50+00:00,2019-12-16 18:48:50+00:00,316,316,944,NONE,False,1,0,"citation,journal",52,52,"application/pdf,application/x-7z-compressed,application/x-sh,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
322,doi:10.7910/DVN/25582,https://doi.org/10.7910/DVN/25582,1,2014-04-24 00:00:00+00:00,2014-04-24 00:00:00+00:00,2378,2378,224,CC0,True,1,0,"citation,geospatial",3,0,"application/pdf,application/zip",0,0
323,doi:10.7910/DVN/Y8KIUK,https://doi.org/10.7910/DVN/Y8KIUK,1,2020-01-17 19:15:47+00:00,2020-01-17 19:15:47+00:00,284,284,1038,NONE,False,1,0,"citation,geospatial,journal",20,19,"application/pdf,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/x-stata-syntax,text/plain,text/tab-separated-values,type/x-r-syntax",3,0
324,doi:10.7910/DVN/WPVSMH,https://doi.org/10.7910/DVN/WPVSMH,3,2018-11-28 21:30:33+00:00,2019-05-09 17:27:02+00:00,698,537,950,NONE,False,1,1,"citation,journal",45,45,"application/pdf,application/x-rlang-transport,application/zip,text/comma-separated-values,text/plain,text/tab-separated-values,type/x-r-syntax",3,0
325,doi:10.7910/DVN/QBHGRC,https://doi.org/10.7910/DVN/QBHGRC,1,2018-06-21 12:54:17+00:00,2018-06-21 12:54:17+00:00,859,859,1008,NONE,False,1,0,"citation,journal",17,0,"application/pdf,application/x-stata-13,text/comma-separated-values,text/plain,text/tab-separated-values,text/x-stata-syntax",2,0
326,doi:10.7910/DVN/XKC4R4,https://doi.org/10.7910/DVN/XKC4R4,2,2017-10-24 13:48:23+00:00,2019-06-24 19:19:30+00:00,1099,491,1070,CC0,True,1,1,"citation,journal",15,2,"application/pdf,application/x-gzip,application/x-stata-syntax,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
327,doi:10.7910/DVN/2O7CN0,https://doi.org/10.7910/DVN/2O7CN0,2,2018-12-04 21:21:13+00:00,2018-12-06 14:24:11+00:00,692,691,954,CC0,True,1,1,"citation,journal",3,0,"application/x-stata-syntax,text/tab-separated-values",0,0
328,doi:10.7910/DVN/RSD5BV,https://doi.org/10.7910/DVN/RSD5BV,2,2017-02-14 22:05:19+00:00,2018-12-11 17:18:41+00:00,1350,686,781,CC0,True,1,1,"citation,journal",35,35,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
329,doi:10.7910/DVN/W2HZSO,https://doi.org/10.7910/DVN/W2HZSO,2,2016-11-08 14:38:40+00:00,2018-12-11 16:17:59+00:00,1449,686,1083,CC0,True,1,1,"citation,journal",13,12,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
330,doi:10.7910/DVN/XZFHCP,https://doi.org/10.7910/DVN/XZFHCP,2,2017-04-01 15:02:09+00:00,2018-12-13 18:16:04+00:00,1305,684,1018,CC0,True,1,1,"citation,journal",9,8,"application/pdf,application/x-rlang-transport,application/zip,text/plain,text/tab-separated-values",2,0
331,doi:10.7910/DVN/6YNZTE,https://doi.org/10.7910/DVN/6YNZTE,1,2019-07-09 16:02:24+00:00,2019-07-09 16:02:24+00:00,476,476,997,NONE,False,1,0,"citation,journal",99,16,"application/octet-stream,application/pdf,application/warc,application/zip,image/png,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
332,doi:10.7910/DVN/2E2M9Z,https://doi.org/10.7910/DVN/2E2M9Z,4,2018-04-11 17:05:34+00:00,2019-06-27 19:32:08+00:00,930,488,935,CC0,True,1,1,"citation,journal",14,0,"application/pdf,application/x-stata,application/x-stata-syntax,text/csv,text/plain,type/x-r-syntax",3,0
333,doi:10.7910/DVN/XU8ZWB,https://doi.org/10.7910/DVN/XU8ZWB,2,2018-05-03 18:27:07+00:00,2019-07-11 20:39:58+00:00,908,474,1010,CC0,True,1,1,"citation,journal",26,26,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
334,doi:10.7910/DVN/SEHMGR,https://doi.org/10.7910/DVN/SEHMGR,3,2018-04-10 19:39:32+00:00,2019-06-27 14:49:20+00:00,931,488,769,CC0,True,1,1,"citation,geospatial,journal",34,34,"application/pdf,application/warc,application/x-stata-syntax,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
335,doi:10.7910/DVN/EZSJ1S,https://doi.org/10.7910/DVN/EZSJ1S,3,2018-02-20 15:27:58+00:00,2019-06-27 15:01:23+00:00,980,488,1164,CC0,True,1,1,"citation,journal",13,13,"application/pdf,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
336,doi:10.7910/DVN/I4KVD1,https://doi.org/10.7910/DVN/I4KVD1,2,2018-03-12 13:21:15+00:00,2019-06-27 14:33:49+00:00,960,488,894,CC0,True,1,1,"citation,journal",11,11,"application/pdf,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/x-stata,application/x-stata-syntax,text/plain,text/tab-separated-values",4,0
337,doi:10.7910/DVN/TJ1ZXX,https://doi.org/10.7910/DVN/TJ1ZXX,2,2018-04-03 15:11:35+00:00,2019-06-26 19:42:21+00:00,938,489,886,CC0,True,1,1,"citation,journal",32,32,"application/pdf,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
338,doi:10.7910/DVN/B9SCDJ,https://doi.org/10.7910/DVN/B9SCDJ,3,2018-01-12 18:40:30+00:00,2019-06-26 18:57:56+00:00,1019,489,1036,NONE,False,1,1,"citation,journal",9,9,"application/pdf,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
339,doi:10.7910/DVN/H13U6G,https://doi.org/10.7910/DVN/H13U6G,2,2018-01-03 14:39:15+00:00,2019-06-26 18:51:02+00:00,1028,489,1002,CC0,True,1,1,"citation,journal",14,0,"application/pdf,application/x-stata,application/x-stata-syntax,text/plain,type/x-r-syntax",7,0
340,doi:10.7910/DVN/PL2XFD,https://doi.org/10.7910/DVN/PL2XFD,2,2017-11-29 20:56:16+00:00,2019-06-26 18:35:41+00:00,1062,489,1033,CC0,True,1,1,"citation,journal",24,4,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
341,doi:10.7910/DVN/BPON3K,https://doi.org/10.7910/DVN/BPON3K,2,2017-07-26 14:08:31+00:00,2019-06-26 18:06:17+00:00,1189,489,940,CC0,True,1,1,"citation,journal",34,34,"application/pdf,application/x-rlang-transport,text/plain,text/tab-separated-values,type/x-r-syntax",1,0
342,doi:10.7910/DVN/HS9HW3,https://doi.org/10.7910/DVN/HS9HW3,1,2019-10-31 13:15:12+00:00,2019-10-31 13:15:12+00:00,362,362,1086,NONE,False,1,0,"citation,geospatial,journal",5,0,"application/pdf,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
343,doi:10.7910/DVN/1HOVTU,https://doi.org/10.7910/DVN/1HOVTU,2,2016-02-17 17:34:12+00:00,2017-04-23 18:36:06+00:00,1714,1283,1018,CC0,True,1,1,"citation,journal",6,4,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
344,doi:10.7910/DVN/W1YJZQ,https://doi.org/10.7910/DVN/W1YJZQ,3,2015-10-21 15:28:05+00:00,2017-04-23 18:11:23+00:00,1833,1283,901,CC0,True,1,1,"citation,journal",33,33,"application/download,application/x-rlang-transport,application/x-spss-sav,text/csv,text/html,text/plain,text/tab-separated-values,type/x-r-syntax",5,0
345,doi:10.7910/DVN/TMTCZD,https://doi.org/10.7910/DVN/TMTCZD,3,2015-11-13 14:31:55+00:00,2016-08-17 20:52:12+00:00,1810,1532,1024,CC0,True,1,1,"citation,journal",12,0,"application/pdf,application/x-stata-13,application/x-stata-syntax,text/plain,text/tab-separated-values",1,0
346,doi:10.7910/DVN/SPXP04,https://doi.org/10.7910/DVN/SPXP04,5,2015-07-14 20:48:32+00:00,2017-02-26 20:20:53+00:00,1932,1339,1057,CC0,True,1,1,"citation,journal",6,0,"application/pdf,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/x-stata-syntax,text/plain,text/tab-separated-values",1,0
347,doi:10.7910/DVN/8GEYKS,https://doi.org/10.7910/DVN/8GEYKS,4,2015-12-04 14:49:32+00:00,2017-03-26 19:54:36+00:00,1789,1311,1032,CC0,True,1,1,"citation,journal",28,28,"application/pdf,text/plain,type/x-r-syntax",0,0
348,doi:10.7910/DVN/AIRCBB,https://doi.org/10.7910/DVN/AIRCBB,2,2015-10-16 15:23:04+00:00,2016-04-20 15:47:50+00:00,1838,1651,975,CC0,True,1,1,"citation,journal",15,15,"application/vnd.ms-excel,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values,text/x-stata-syntax",0,0
349,doi:10.7910/DVN/25302,https://doi.org/10.7910/DVN/25302,3,2014-03-31 00:00:00+00:00,2016-02-16 17:49:41+00:00,2402,1715,817,CC0,True,1,1,"citation,geospatial,journal",3,0,"text/plain; charset=US-ASCII,text/tab-separated-values",0,0
350,doi:10.7910/DVN/96KNLB,https://doi.org/10.7910/DVN/96KNLB,3,2013-04-15 00:00:00+00:00,2015-05-26 15:22:10+00:00,2752,1981,1015,CC0,True,1,1,"citation,geospatial,journal",6,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
351,doi:10.7910/DVN/HWW8DP,https://doi.org/10.7910/DVN/HWW8DP,3,2013-07-29 00:00:00+00:00,2015-05-22 18:28:50+00:00,2647,1985,852,CC0,True,1,1,"citation,geospatial,journal",23,0,"text/plain; charset=US-ASCII,text/tab-separated-values",0,0
352,doi:10.7910/DVN/NAY8YW,https://doi.org/10.7910/DVN/NAY8YW,3,2013-02-12 00:00:00+00:00,2015-05-27 14:25:18+00:00,2814,1980,857,CC0,True,1,1,"citation,geospatial,journal",5,0,"application/pdf,application/zip,text/tab-separated-values",0,0
353,doi:10.7910/DVN/28750,https://doi.org/10.7910/DVN/28750,3,2015-02-03 00:00:00+00:00,2016-08-17 20:29:50+00:00,2093,1532,1026,CC0,True,1,1,"citation,geospatial,journal",2,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
354,doi:10.7910/DVN/WDA163,https://doi.org/10.7910/DVN/WDA163,3,2012-10-29 00:00:00+00:00,2015-05-26 18:05:59+00:00,2920,1981,883,CC0,True,1,1,"citation,geospatial,journal",7,0,"application/octet-stream,text/plain; charset=US-ASCII,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
355,doi:10.7910/DVN/27584,https://doi.org/10.7910/DVN/27584,3,2014-10-20 00:00:00+00:00,2015-11-18 19:17:14+00:00,2199,1805,593,CC0,True,1,1,"citation,geospatial,journal,socialscience",1,0,application/zip,0,0
356,doi:10.7910/DVN/FERDAN,https://doi.org/10.7910/DVN/FERDAN,3,2013-05-06 00:00:00+00:00,2015-05-22 19:19:08+00:00,2731,1985,1005,CC0,True,1,1,"citation,journal",13,0,"text/plain; charset=US-ASCII,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
357,doi:10.7910/DVN/29243,https://doi.org/10.7910/DVN/29243,3,2015-03-04 00:00:00+00:00,2016-02-26 16:08:47+00:00,2064,1705,989,CC0,True,1,1,"citation,geospatial,journal,socialscience",7,0,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.openxmlformats-officedocument.wordprocessingml.document,text/plain; charset=US-ASCII,text/tab-separated-values",1,0
