publisher,persistentUrl,majorVersionNumber,minorVersionNumber,versionCreateTime,license,termsOfUse,confidentialityDeclaration,specialPermissions,restrictions,citationRequirements,depositorRequirements,conditions,disclaimer
UNC Dataverse,https://doi.org/10.15139/S3/NZUSQB,1,0,2019-06-11 15:02:51+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/O38JOF,1,0,2018-04-26 12:37:30+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/OFJZOW,1,0,2018-03-27 16:38:14+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/OIAAIZ,1,0,2020-06-26 20:03:02+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/OKCXPZ,1,0,2020-02-10 19:25:48+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/OUGO3T,1,0,2018-11-06 00:50:32+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/MPTNKT,1,0,2020-04-20 00:05:38+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/MTNYWH,1,0,2019-09-19 18:53:29+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/MUSYTQ,2,0,2019-08-01 19:40:24+00:00,CC0,CC0 Waiver,,,,"<b>CITATION REQUIREMENTS</b> <p>The Requestor shall follow internationally recognized authorship criteria and acknowledge MEASURE Evaluation researchers and the international researcher/s involved in the data analysis.   Any publications, presentations or reports resulting from Requestor’s analysis of the data should acknowledge MEASURE Evaluation using the following text: </p> <p><blockquote>Data for this research was provided by MEASURE Evaluation, funded by the United States Agency for Intern
ational Development (USAID). Views expressed do not necessarily reflect those of USAID, the US government, or MEASURE Evaluation.
</blockquote></p>",,,
UNC Dataverse,https://doi.org/10.15139/S3/NM7IIJ,1,0,2019-01-31 20:44:33+00:00,CC0,CC0 Waiver,,,,"<b>CITATION REQUIREMENTS</b> <p>The Requestor shall follow internationally recognized authorship criteria and acknowledge MEASURE Evaluation researchers and the international researcher/s involved in the data analysis.   Any publications, presentations or reports resulting from Requestor’s analysis of the data should acknowledge MEASURE Evaluation using the following text: </p> <p><blockquote>Data for this research was provided by MEASURE Evaluation, funded by the United States Agency for International Development (USAID). Views expressed do not necessarily reflect those of USAID, the US government, or MEASURE Evaluation.
</blockquote></p>
",,,
UNC Dataverse,https://doi.org/10.15139/S3/NIHYXO,1,0,2019-02-16 00:59:07+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/N7N38V,1,0,2019-03-09 04:15:53+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/N601AJ,1,0,2020-01-09 05:24:35+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/OYI4BR,1,0,2017-09-14 18:44:41+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/P3A3SQ,1,0,2018-01-25 14:18:50+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/QSNEND,1,0,2020-03-18 15:13:57+00:00,CC0,CC0 Waiver,,,,"<b>CITATION REQUIREMENTS</b> <p>The Requestor shall follow internationally recognized authorship criteria and acknowledge MEASURE Evaluation researchers and the international researcher/s involved in the data analysis.   Any publications, presentations or reports resulting from Requestor’s analysis of the data should acknowledge MEASURE Evaluation using the following text: </p> <p><blockquote>Data for this research was provided by MEASURE Evaluation, funded by the United States Agency for International Development (USAID). Views expressed do not necessarily reflect those of USAID, the US government, or MEASURE Evaluation.
</blockquote></p>",,,
UNC Dataverse,https://doi.org/10.15139/S3/QZD8NE,1,0,2020-03-18 15:30:42+00:00,CC0,CC0 Waiver,,,,"<b>CITATION REQUIREMENTS</b> <p>The Requestor shall follow internationally recognized authorship criteria and acknowledge MEASURE Evaluation researchers and the international researcher/s involved in the data analysis.   Any publications, presentations or reports resulting from Requestor’s analysis of the data should acknowledge MEASURE Evaluation using the following text: </p> <p><blockquote>Data for this research was provided by MEASURE Evaluation, funded by the United States Agency for International Development (USAID). Views expressed do not necessarily reflect those of USAID, the US government, or MEASURE Evaluation.
</blockquote></p>",,,
UNC Dataverse,https://doi.org/10.15139/S3/RDISHJ,1,0,2020-03-18 15:44:31+00:00,CC0,CC0 Waiver,,,,"<b>CITATION REQUIREMENTS</b> <p>The Requestor shall follow internationally recognized authorship criteria and acknowledge MEASURE Evaluation researchers and the international researcher/s involved in the data analysis.   Any publications, presentations or reports resulting from Requestor’s analysis of the data should acknowledge MEASURE Evaluation using the following text: </p> <p><blockquote>Data for this research was provided by MEASURE Evaluation, funded by the United States Agency for International Development (USAID). Views expressed do not necessarily reflect those of USAID, the US government, or MEASURE Evaluation.
</blockquote></p>",,,
UNC Dataverse,https://doi.org/10.15139/S3/RO9FZS,1,0,2020-06-15 21:30:31+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/ROJ9X2,1,0,2019-01-10 19:22:11+00:00,CC0,CC0 Waiver,,,,"Research publications, news or magazine articles and radio or television broadcasts employing statistical summaries of the Odum Institute data should give an appropriate citation to the Institute as the source of the data.",,,
UNC Dataverse,https://doi.org/10.15139/S3/PIJJGC,1,0,2020-03-18 19:49:12+00:00,CC0,CC0 Waiver,,,,"<b>CITATION REQUIREMENTS</b> <p>The Requestor shall follow internationally recognized authorship criteria and acknowledge MEASURE Evaluation researchers and the international researcher/s involved in the data analysis.   Any publications, presentations or reports resulting from Requestor’s analysis of the data should acknowledge MEASURE Evaluation using the following text: </p> <p><blockquote>Data for this research was provided by MEASURE Evaluation, funded by the United States Agency for International Development (USAID). Views expressed do not necessarily reflect those of USAID, the US government, or MEASURE Evaluation.
</blockquote></p>",,,
UNC Dataverse,https://doi.org/10.15139/S3/PJE1QJ,1,0,2018-04-25 21:20:17+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/PLKGGA,1,0,2020-05-01 22:02:47+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/POGNLC,1,0,2017-02-13 21:28:01+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/QAKV5X,1,0,2019-09-24 17:49:05+00:00,CC0,CC0 Waiver,,,,"<b>CITATION REQUIREMENTS</b> <p>The Requestor shall follow internationally recognized authorship criteria and acknowledge MEASURE Evaluation researchers and the international researcher/s involved in the data analysis.   Any publications, presentations or reports resulting from Requestor’s analysis of the data should acknowledge MEASURE Evaluation using the following text: </p> <p><blockquote>Data for this research was provided by MEASURE Evaluation, funded by the United States Agency for International Development (USAID). Views expressed do not necessarily reflect those of USAID, the US government, or MEASURE Evaluation.
</blockquote></p>",,,
UNC Dataverse,https://doi.org/10.15139/S3/QABDZL,1,0,2018-08-31 18:15:11+00:00,CC0,CC0 Waiver,,,,"<b>CITATION REQUIREMENTS</b> <p>The Requestor shall follow internationally recognized authorship criteria and acknowledge MEASURE Evaluation researchers and the international researcher/s involved in the data analysis.   Any publications, presentations or reports resulting from Requestor’s analysis of the data should acknowledge MEASURE Evaluation using the following text: </p> <p><blockquote>Data for this research was provided by MEASURE Evaluation, funded by the United States Agency for Intern
ational Development (USAID). Views expressed do not necessarily reflect those of USAID, the US government, or MEASURE Evaluation.
</blockquote></p>",,,
UNC Dataverse,https://doi.org/10.15139/S3/YHUFDE,1,0,2019-04-05 14:49:05+00:00,CC0,CC0 Waiver,,,,"<b>CITATION REQUIREMENTS</b> <p>The Requestor shall follow internationally recognized authorship criteria and acknowledge MEASURE Evaluation researchers and the international researcher/s involved in the data analysis.   Any publications, presentations or reports resulting from Requestor’s analysis of the data should acknowledge MEASURE Evaluation using the following text: </p> <p><blockquote>Data for this research was provided by MEASURE Evaluation, funded by the United States Agency for International Development (USAID). Views expressed do not necessarily reflect those of USAID, the US government, or MEASURE Evaluation.
</blockquote></p>
",,,
UNC Dataverse,https://doi.org/10.15139/S3/YKFNW9,1,0,2021-05-14 12:49:21+00:00,CC0,CC0 Waiver,,,,"Research publications, news or magazine articles and radio or television broadcasts employing statistical summaries of the Odum Institute data should give an appropriate citation to the Institute as the source of the data.",,,
UNC Dataverse,https://doi.org/10.15139/S3/YLM77G,1,0,2019-07-08 21:40:28+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/YOGIAG,1,0,2020-01-28 16:45:22+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/ZSDNZH,1,0,2018-08-15 04:34:16+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/ZNNGMH,1,0,2020-03-18 20:04:00+00:00,CC0,CC0 Waiver,,,,"<b>CITATION REQUIREMENTS</b> <p>The Requestor shall follow internationally recognized authorship criteria and acknowledge MEASURE Evaluation researchers and the international researcher/s involved in the data analysis.   Any publications, presentations or reports resulting from Requestor’s analysis of the data should acknowledge MEASURE Evaluation using the following text: </p> <p><blockquote>Data for this research was provided by MEASURE Evaluation, funded by the United States Agency for International Development (USAID). Views expressed do not necessarily reflect those of USAID, the US government, or MEASURE Evaluation.
</blockquote></p>",,,
UNC Dataverse,https://doi.org/10.15139/S3/ZHWV4T,1,0,2020-03-18 20:14:14+00:00,CC0,CC0 Waiver,,,,"<b>CITATION REQUIREMENTS</b> <p>The Requestor shall follow internationally recognized authorship criteria and acknowledge MEASURE Evaluation researchers and the international researcher/s involved in the data analysis.   Any publications, presentations or reports resulting from Requestor’s analysis of the data should acknowledge MEASURE Evaluation using the following text: </p> <p><blockquote>Data for this research was provided by MEASURE Evaluation, funded by the United States Agency for International Development (USAID). Views expressed do not necessarily reflect those of USAID, the US government, or MEASURE Evaluation.
</blockquote></p>",,,
UNC Dataverse,https://doi.org/10.15139/S3/MEGLGH,1,0,2021-02-25 01:15:03+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/6WA1FD,1,0,2020-03-06 18:45:47+00:00,CC0,CC0 Waiver,,,This dataset is restricted.,"Please credit as follows: ""Records courtesy of the State Archives of North Carolina, as digitized by the Community Histories Workshop, UNC-Chapel Hill.""",,,
UNC Dataverse,https://doi.org/10.15139/S3/7A7MG6,1,0,2016-12-22 16:33:45+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/7NNASB,2,2,2021-07-26 18:43:27+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/6C73WQ,1,0,2019-07-23 21:29:34+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/3ZG4RX,1,0,2019-06-19 21:00:51+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/4OX6SV,1,0,2019-08-19 14:49:08+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/4QUN5B,1,0,2020-08-26 18:30:27+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/4VX2RT,1,0,2017-07-21 21:14:46+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/4YMODT,1,0,2019-01-30 01:42:42+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/5LMPN4,1,0,2018-02-28 16:27:35+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/AVUF00,1,0,2018-07-09 15:45:20+00:00,CC0,CC0 Waiver,,,,"<b>CITATION REQUIREMENTS</b> <p>The Requestor shall follow internationally recognized authorship criteria and acknowledge MEASURE Evaluation researchers and the international researcher/s involved in the data analysis.   Any publications, presentations or reports resulting from Requestor’s analysis of the data should acknowledge MEASURE Evaluation using the following text: </p> <p><blockquote>Data for this research was provided by MEASURE Evaluation, funded by the United States Agency for Intern
ational Development (USAID). Views expressed do not necessarily reflect those of USAID, the US government, or MEASURE Evaluation.
</blockquote></p>",,,
UNC Dataverse,https://doi.org/10.15139/S3/AX1D9P,1,0,2017-10-24 18:49:01+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/AXH4CZ,1,0,2018-04-25 19:04:29+00:00,CC0,CC0 Waiver,,,,"<b>CITATION REQUIREMENTS</b> <p>The Requestor shall follow internationally recognized authorship criteria and acknowledge MEASURE Evaluation researchers and the international researcher/s involved in the data analysis.   Any publications, presentations or reports resulting from Requestor’s analysis of the data should acknowledge MEASURE Evaluation using the following text: </p> <p><blockquote>Data for this research was provided by MEASURE Evaluation, funded by the United States Agency for International Development (USAID). Views expressed do not necessarily reflect those of USAID, the US government, or MEASURE Evaluation.
</blockquote></p>
",,,
UNC Dataverse,https://doi.org/10.15139/S3/B5GKF2,1,3,2019-05-13 18:29:38+00:00,CC0,CC0 Waiver,,,,"<b>CITATION REQUIREMENTS</b> <p>The Requestor shall follow internationally recognized authorship criteria and acknowledge MEASURE Evaluation researchers and the international researcher/s involved in the data analysis.   Any publications, presentations or reports resulting from Requestor’s analysis of the data should acknowledge MEASURE Evaluation using the following text: </p> <p><blockquote>Data for this research was provided by MEASURE Evaluation, funded by the United States Agency for International Development (USAID). Views expressed do not necessarily reflect those of USAID, the US government, or MEASURE Evaluation.
</blockquote></p>
",,,
UNC Dataverse,https://doi.org/10.15139/S3/BNXBPN,1,0,2020-04-16 15:27:45+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/8RBPDP,1,0,2018-05-21 09:17:34+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/99WRTS,1,0,2018-05-09 19:05:16+00:00,CC0,CC0 Waiver,,,,"<b>CITATION REQUIREMENTS</b> <p>The Requestor shall follow internationally recognized authorship criteria and acknowledge MEASURE Evaluation researchers and the international researcher/s involved in the data analysis.   Any publications, presentations or reports resulting from Requestor’s analysis of the data should acknowledge MEASURE Evaluation using the following text: </p> <p><blockquote>Data for this research was provided by MEASURE Evaluation, funded by the United States Agency for Intern
ational Development (USAID). Views expressed do not necessarily reflect those of USAID, the US government, or MEASURE Evaluation.
</blockquote></p>",,,
UNC Dataverse,https://doi.org/10.15139/S3/9JJNBV,1,0,2019-04-09 17:57:15+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/9ODBCQ,1,0,2017-08-03 18:21:13+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/9OQ7L6,1,0,2021-01-21 17:08:57+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/9XRCMQ,1,0,2018-03-05 02:32:49+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/9PY8FH,1,0,2018-04-30 14:18:40+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/1MCPQF,1,0,2019-03-15 18:56:27+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/233JVI,1,0,2019-04-11 19:13:09+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/2JN1IR,1,0,2020-06-01 16:30:51+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/2LU36F,1,0,2020-04-02 18:44:56+00:00,CC0,CC0 Waiver,,,,"<b>CITATION REQUIREMENTS</b> <p>The Requestor shall follow internationally recognized authorship criteria and acknowledge MEASURE Evaluation researchers and the international researcher/s involved in the data analysis.   Any publications, presentations or reports resulting from Requestor’s analysis of the data should acknowledge MEASURE Evaluation using the following text: </p> <p><blockquote>Data for this research was provided by MEASURE Evaluation, funded by the United States Agency for International Development (USAID). Views expressed do not necessarily reflect those of USAID, the US government, or MEASURE Evaluation.
</blockquote></p>",,,
UNC Dataverse,https://doi.org/10.15139/S3/3EAPI2,1,0,2018-12-13 19:56:04+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/33NC1Z,1,0,2019-01-30 17:36:30+00:00,CC0,CC0 Waiver,,,,"CITATION REQUIREMENTS: The Requestor shall follow internationally recognized authorship criteria and acknowledge all MEASURE Evaluation and international researcher/s involved in the data analysis. Any publications, presentations or reports resulting from Requestor’s analysis of the data should acknowledge Feed The Future (FTF) Feedback and MEASURE Evaluation using the following text: “Data for this research was provided by Feed The Future (FTF) Feedback and MEASURE Evaluation, funded by the United States Agency for International Development (USAID). Views expressed do not necessarily reflect those of USAID, the US government, MEASURE Evaluation, or FTF Feedback”.",,,
UNC Dataverse,https://doi.org/10.15139/S3/2PNGEE,1,0,2019-04-03 18:31:21+00:00,CC0,CC0 Waiver,,,,"<b>CITATION REQUIREMENTS</b> <p>The Requestor shall follow internationally recognized authorship criteria and acknowledge MEASURE Evaluation researchers and the international researcher/s involved in the data analysis.   Any publications, presentations or reports resulting from Requestor’s analysis of the data should acknowledge MEASURE Evaluation using the following text: </p> <p><blockquote>Data for this research was provided by MEASURE Evaluation, funded by the United States Agency for International Development (USAID). Views expressed do not necessarily reflect those of USAID, the US government, or MEASURE Evaluation.
</blockquote></p>
",,,
UNC Dataverse,https://doi.org/10.15139/S3/19DEI5,1,0,2018-01-29 22:29:14+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/15KGNB,1,0,2018-06-27 15:39:39+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/12368,2,0,2016-10-03 18:10:51+00:00,CC0,CC0 Waiver,,,,"In accordance with the norms of the academic and scientific communities, works (publications, presentations, or research reports) which use the data from this study should include appropriate citation to the source of the data.",,,"Files are offered ""as is"" with no warranty or claim of fitness for any purpose. In no event shall the University be liable for any actual, incidental or consequential damages arising from use of these files."
UNC Dataverse,https://doi.org/10.15139/S3/ILIXEQ,1,0,2017-08-30 20:16:07+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
UNC Dataverse,https://doi.org/10.15139/S3/IOMJDG,1,0,2019-12-12 22:18:20+00:00,CC0,CC0 Waiver,,,,,,,"The <i>State Politics & Policy Quarterly</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>SPPQ</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
