datasetPID,dataverseName,dataverseUrl,datasetPIDUrl,numberOfVersions,numberOfMajorVersions,publicationDate,latestReleaseDate,ageOfDataset(Days),ageOfLastUpdate(Days),descriptionLenth,termsExist,license,termsOfUseExists,termsOfAccessExists,relPubCount,relPubPIDCount,usedMetadataBlocks,numberOfFiles,noFileDescriptionCount,fileTagsExist,uniqueContentTypes,ingestableTabularFileCount,ingestedTabFilesCount,uningestedTabFilesCount,restrictedFilesCount
doi:10.7910/DVN/RUNZJD,IFPRI HarvestChoice Dataverse,https://dataverse.harvard.edu/dataverse/harvestchoice,https://doi.org/10.7910/DVN/RUNZJD,6.0,1.0,2015-10-16 19:31:57+00:00,2015-10-28 12:18:20+00:00,1955.0,1943.0,1373.0,True,CC0,True,False,0.0,0.0,citation,3.0,0.0,False,"application/zip,image/png",0.0,0.0,0.0,0.0
doi:10.7910/DVN/RYS40Q,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/RYS40Q,3.0,1.0,2020-08-12 21:16:31+00:00,2021-02-05 00:39:14+00:00,193.0,17.0,496.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",1.0,1.0,True,application/vnd.ms-excel,0.0,0.0,0.0,0.0
doi:10.7910/DVN/RZ2UDT,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/RZ2UDT,4.0,3.0,2008-12-18 00:00:00+00:00,2021-01-12 20:53:02+00:00,4449.0,40.0,1140.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",7.0,0.0,True,"application/pdf,application/zip",0.0,0.0,0.0,0.0
doi:10.7910/DVN/RZIJOV,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/RZIJOV,1.0,1.0,2020-03-17 12:07:09+00:00,2020-03-17 12:07:09+00:00,341.0,341.0,3335.0,True,NONE,True,False,7.0,7.0,"citation,geospatial,socialscience",17.0,17.0,True,"application/pdf,text/tab-separated-values",5.0,5.0,0.0,0.0
doi:10.7910/DVN/SBGYHO,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/SBGYHO,1.0,1.0,2019-05-30 12:46:51+00:00,2019-05-30 12:46:51+00:00,633.0,633.0,411.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/SEPATX,IFPRI HarvestChoice Dataverse,https://dataverse.harvard.edu/dataverse/harvestchoice,https://doi.org/10.7910/DVN/SEPATX,3.0,2.0,2016-02-17 16:20:29+00:00,2017-02-22 01:13:35+00:00,1831.0,1461.0,411.0,True,CC0,True,False,0.0,0.0,citation,1.0,1.0,False,text/tab-separated-values,1.0,1.0,0.0,0.0
doi:10.7910/DVN/SGHJ3J,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/SGHJ3J,2.0,1.0,2020-10-07 18:00:30+00:00,2020-10-07 18:06:32+00:00,137.0,137.0,912.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",1.0,1.0,True,application/vnd.ms-excel,0.0,0.0,0.0,1.0
doi:10.7910/DVN/SHIGEO,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/SHIGEO,5.0,4.0,2012-03-20 00:00:00+00:00,2015-12-08 23:14:14+00:00,3261.0,1902.0,2065.0,True,NONE,True,False,3.0,0.0,"citation,geospatial",448.0,0.0,True,"application/msword,application/pdf,application/x-spss-sav,application/x-stata,application/zip,text/tab-separated-values",431.0,428.0,3.0,0.0
doi:10.7910/DVN/SHO2BT,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/SHO2BT,1.0,1.0,2020-03-16 14:05:44+00:00,2020-03-16 14:05:44+00:00,342.0,342.0,3218.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/SK3OST,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/SK3OST,7.0,5.0,2012-01-24 00:00:00+00:00,2016-04-20 15:04:52+00:00,3317.0,1768.0,1455.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",6.0,0.0,True,"application/pdf,application/x-spss-sav,application/zip",1.0,0.0,1.0,0.0
doi:10.7910/DVN/SKACYP,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/SKACYP,6.0,3.0,2008-12-18 00:00:00+00:00,2021-01-12 20:58:46+00:00,4449.0,40.0,2869.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",368.0,0.0,True,"application/octet-stream,application/pdf,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",300.0,300.0,0.0,0.0
doi:10.7910/DVN/SMOGPK,International Model for Policy Analysis of Agricultural Commodities and Trade (IMPACT) Dataverse,https://dataverse.harvard.edu/dataverse/impact,https://doi.org/10.7910/DVN/SMOGPK,1.0,1.0,2017-05-02 19:12:49+00:00,2017-05-02 19:12:49+00:00,1391.0,1391.0,1505.0,True,NONE,True,False,1.0,1.0,"citation,socialscience",1.0,0.0,True,application/vnd.ms-excel,0.0,0.0,0.0,0.0
doi:10.7910/DVN/SNL11W,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/SNL11W,7.0,1.0,2017-04-17 18:15:33+00:00,2017-11-28 17:46:49+00:00,1406.0,1181.0,930.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",27.0,26.0,True,"application/pdf,text/tab-separated-values",25.0,25.0,0.0,0.0
doi:10.7910/DVN/SNYGIF,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/SNYGIF,2.0,1.0,2008-12-18 00:00:00+00:00,2015-12-09 21:17:04+00:00,4449.0,1901.0,2261.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",10.0,0.0,True,"application/octet-stream,application/pdf",0.0,0.0,0.0,0.0
doi:10.7910/DVN/SOPC8S,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/SOPC8S,3.0,1.0,2018-01-23 19:33:39+00:00,2019-04-26 19:37:02+00:00,1125.0,667.0,182.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/SPXN3P,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/SPXN3P,4.0,3.0,2012-05-21 00:00:00+00:00,2015-11-18 19:28:01+00:00,3199.0,1922.0,1531.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",3.0,0.0,True,"application/octet-stream,application/pdf",0.0,0.0,0.0,0.0
doi:10.7910/DVN/SVKW4K,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/SVKW4K,1.0,1.0,2020-08-14 13:48:37+00:00,2020-08-14 13:48:37+00:00,191.0,191.0,3412.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/SVWMVO,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/SVWMVO,3.0,1.0,2015-11-03 18:56:27+00:00,2015-11-16 19:18:12+00:00,1937.0,1924.0,1207.0,True,CC0,True,False,1.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/SW0GYB,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/SW0GYB,1.0,1.0,2019-05-30 12:56:50+00:00,2019-05-30 12:56:50+00:00,633.0,633.0,398.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/SYENH1,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/SYENH1,1.0,1.0,2020-03-16 19:14:21+00:00,2020-03-16 19:14:21+00:00,342.0,342.0,3445.0,True,NONE,True,False,2.0,2.0,"citation,geospatial,socialscience",5.0,5.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/SYHSGE,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/SYHSGE,3.0,1.0,2017-08-30 14:52:44+00:00,2019-04-10 15:59:06+00:00,1271.0,683.0,1359.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",2.0,0.0,False,text/tab-separated-values,2.0,2.0,0.0,2.0
doi:10.7910/DVN/T5SAZE,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/T5SAZE,5.0,1.0,2018-08-31 14:21:00+00:00,2021-02-05 00:43:11+00:00,905.0,17.0,463.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",1.0,0.0,True,application/vnd.ms-excel,0.0,0.0,0.0,1.0
doi:10.7910/DVN/T8G8IV,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/T8G8IV,8.0,7.0,2011-03-14 00:00:00+00:00,2016-04-19 21:27:41+00:00,3633.0,1769.0,1526.0,True,NONE,True,False,6.0,0.0,"citation,geospatial",309.0,0.0,True,"application/pdf,application/vnd.ms-excel,application/zip,text/tab-separated-values,text/x-spss-syntax; charset=US-ASCII",251.0,251.0,0.0,0.0
doi:10.7910/DVN/T9GGYA,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/T9GGYA,7.0,3.0,2015-05-18 15:52:32+00:00,2018-01-26 16:11:05+00:00,2106.0,1122.0,1077.0,True,NONE,True,False,0.0,0.0,citation,42.0,1.0,True,"application/pdf,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,text/tab-separated-values",40.0,39.0,1.0,0.0
doi:10.7910/DVN/TAFTIL,IFPRI HarvestChoice Dataverse,https://dataverse.harvard.edu/dataverse/harvestchoice,https://doi.org/10.7910/DVN/TAFTIL,4.0,2.0,2016-02-23 17:00:11+00:00,2017-02-22 01:19:08+00:00,1825.0,1461.0,272.0,True,CC0,True,False,0.0,0.0,"citation,geospatial",4.0,2.0,False,"application/x-stata-syntax,application/zipped-shapefile,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/TEWJVP,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/TEWJVP,1.0,1.0,2020-08-05 20:35:13+00:00,2020-08-05 20:35:13+00:00,200.0,200.0,527.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",8.0,8.0,True,"application/vnd.ms-excel,application/x-stata,text/tab-separated-values",5.0,5.0,0.0,0.0
doi:10.7910/DVN/TFAGMI,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/TFAGMI,5.0,4.0,2012-02-08 00:00:00+00:00,2015-11-20 19:48:46+00:00,3302.0,1920.0,896.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",3.0,0.0,True,"application/pdf,application/vnd.ms-excel,application/zip",0.0,0.0,0.0,0.0
doi:10.7910/DVN/TLOU7J,IFPRI HarvestChoice Dataverse,https://dataverse.harvard.edu/dataverse/harvestchoice,,,,,,,,,,,,,,,,,,,,,,,
doi:10.7910/DVN/TP4IBX,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/TP4IBX,1.0,1.0,2019-05-30 12:35:50+00:00,2019-05-30 12:35:50+00:00,633.0,633.0,418.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/TROBCF,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/TROBCF,2.0,1.0,2017-08-30 20:11:53+00:00,2019-04-10 15:47:36+00:00,1271.0,683.0,2039.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",1.0,0.0,False,application/vnd.ms-excel,0.0,0.0,0.0,1.0
doi:10.7910/DVN/TS3XYZ,IFPRI HarvestChoice Dataverse,https://dataverse.harvard.edu/dataverse/harvestchoice,https://doi.org/10.7910/DVN/TS3XYZ,4.0,2.0,2016-02-08 16:11:44+00:00,2017-02-22 01:27:29+00:00,1840.0,1461.0,269.0,True,CC0,True,False,0.0,0.0,citation,1.0,0.0,False,application/zip,0.0,0.0,0.0,0.0
doi:10.7910/DVN/TTPVTM,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/TTPVTM,1.0,1.0,2020-05-29 03:00:17+00:00,2020-05-29 03:00:17+00:00,269.0,269.0,3359.0,True,NONE,True,False,2.0,2.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/TVJ6MP,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/TVJ6MP,6.0,5.0,2012-02-02 00:00:00+00:00,2017-04-18 21:48:02+00:00,3308.0,1405.0,1462.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",56.0,0.0,True,"application/pdf,application/zip,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",45.0,45.0,0.0,0.0
doi:10.7910/DVN/TW1LEH,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/TW1LEH,3.0,1.0,2017-09-01 14:00:30+00:00,2019-04-10 15:53:51+00:00,1269.0,683.0,3172.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",1.0,0.0,True,application/vnd.ms-excel,0.0,0.0,0.0,1.0
doi:10.7910/DVN/TYDQCQ,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/TYDQCQ,2.0,1.0,2015-11-03 18:56:20+00:00,2015-11-16 18:57:07+00:00,1937.0,1924.0,1199.0,True,CC0,True,False,1.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/TZKTCK,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/TZKTCK,4.0,2.0,2020-05-20 03:04:28+00:00,2021-02-05 00:57:01+00:00,278.0,17.0,491.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,text/tab-separated-values",3.0,3.0,0.0,4.0
doi:10.7910/DVN/U03ZET,IFPRI HarvestChoice Dataverse,https://dataverse.harvard.edu/dataverse/harvestchoice,https://doi.org/10.7910/DVN/U03ZET,1.0,1.0,2016-01-28 13:34:22+00:00,2016-01-28 13:34:22+00:00,1851.0,1851.0,507.0,True,CC0,True,False,0.0,0.0,citation,1.0,1.0,False,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1.0,0.0,1.0,0.0
doi:10.7910/DVN/U3STQV,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/U3STQV,1.0,1.0,2019-09-27 20:15:53+00:00,2019-09-27 20:15:53+00:00,513.0,513.0,500.0,True,NONE,True,True,0.0,0.0,"citation,geospatial,socialscience",31.0,31.0,True,"application/vnd.ms-excel,text/tab-separated-values",29.0,29.0,0.0,31.0
doi:10.7910/DVN/U5LO31,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/U5LO31,1.0,1.0,2019-05-30 13:08:49+00:00,2019-05-30 13:08:49+00:00,633.0,633.0,403.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/UBPZEA,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/UBPZEA,3.0,1.0,2017-08-30 18:23:07+00:00,2019-05-09 14:18:47+00:00,1271.0,654.0,948.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",1.0,1.0,True,text/tab-separated-values,1.0,1.0,0.0,1.0
doi:10.7910/DVN/UDKSBJ,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/UDKSBJ,5.0,1.0,2015-12-30 21:47:00+00:00,2019-11-22 17:57:11+00:00,1880.0,457.0,1467.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",54.0,0.0,True,"application/pdf,text/tab-separated-values",47.0,47.0,0.0,54.0
doi:10.7910/DVN/UEH3F8,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/UEH3F8,2.0,1.0,2017-09-26 14:35:34+00:00,2019-04-10 15:52:23+00:00,1244.0,683.0,1174.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/UJA9N5,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/UJA9N5,4.0,3.0,2012-05-21 00:00:00+00:00,2015-12-08 23:35:43+00:00,3199.0,1902.0,1519.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",296.0,0.0,True,"application/msword,application/octet-stream,application/pdf,application/x-stata,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",206.0,205.0,1.0,0.0
doi:10.7910/DVN/UKCEVO,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/UKCEVO,3.0,1.0,2019-10-01 19:50:22+00:00,2019-10-24 18:51:19+00:00,509.0,486.0,306.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",1.0,1.0,True,application/vnd.ms-excel,0.0,0.0,0.0,1.0
doi:10.7910/DVN/UKRSQB,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/UKRSQB,4.0,3.0,2011-12-08 00:00:00+00:00,2015-11-24 19:56:19+00:00,3364.0,1916.0,770.0,True,NONE,True,False,1.0,0.0,"citation,geospatial",3.0,0.0,True,"application/pdf,application/vnd.ms-excel,application/zip",0.0,0.0,0.0,0.0
doi:10.7910/DVN/UMEIN4,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/UMEIN4,1.0,1.0,2018-12-14 14:53:19+00:00,2018-12-14 14:53:19+00:00,800.0,800.0,498.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",5.0,4.0,True,"application/pdf,application/vnd.openxmlformats-officedocument.wordprocessingml.document,text/tab-separated-values",2.0,2.0,0.0,0.0
doi:10.7910/DVN/UNCSKB,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/UNCSKB,1.0,1.0,2019-01-08 17:04:07+00:00,2019-01-08 17:04:07+00:00,775.0,775.0,943.0,True,NONE,True,False,2.0,2.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,text/tab-separated-values",2.0,2.0,0.0,0.0
doi:10.7910/DVN/UP7WQ2,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/UP7WQ2,2.0,1.0,2017-09-01 14:14:47+00:00,2019-04-10 15:54:52+00:00,1269.0,683.0,171.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",3.0,3.0,True,"application/octet-stream,application/x-sas-system,text/tab-separated-values",1.0,1.0,0.0,3.0
doi:10.7910/DVN/UTBSWK,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/UTBSWK,6.0,3.0,2018-08-31 14:56:02+00:00,2019-10-03 16:34:38+00:00,905.0,507.0,970.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",1.0,0.0,False,application/vnd.ms-excel,0.0,0.0,0.0,1.0
doi:10.7910/DVN/UTSWRY,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/UTSWRY,1.0,1.0,2021-01-27 21:34:53+00:00,2021-01-27 21:34:53+00:00,25.0,25.0,1477.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",2.0,2.0,True,text/tab-separated-values,2.0,2.0,0.0,2.0
doi:10.7910/DVN/UUL8WJ,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/UUL8WJ,1.0,1.0,2019-08-08 23:27:16+00:00,2019-08-08 23:27:16+00:00,563.0,563.0,1012.0,True,NONE,True,False,1.0,0.0,"citation,geospatial,socialscience",3.0,3.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/UWLK83,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/UWLK83,1.0,1.0,2019-10-04 16:07:55+00:00,2019-10-04 16:07:55+00:00,506.0,506.0,481.0,True,NONE,True,False,2.0,2.0,"citation,geospatial,socialscience",2.0,2.0,True,text/tab-separated-values,2.0,2.0,0.0,2.0
doi:10.7910/DVN/V4HO79,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/V4HO79,2.0,1.0,2017-08-30 19:25:41+00:00,2019-04-10 15:56:17+00:00,1271.0,683.0,706.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",1.0,1.0,True,application/vnd.ms-excel,0.0,0.0,0.0,1.0
doi:10.7910/DVN/V4VWBQ,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/V4VWBQ,2.0,2.0,2012-04-20 00:00:00+00:00,2012-05-24 00:00:00+00:00,3230.0,3196.0,541.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",64.0,0.0,True,"application/msword,application/octet-stream,application/pdf,text/tab-separated-values",58.0,58.0,0.0,0.0
doi:10.7910/DVN/V69Y5K,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/V69Y5K,1.0,1.0,2020-10-29 22:01:30+00:00,2020-10-29 22:01:30+00:00,115.0,115.0,1496.0,True,NONE,True,False,3.0,0.0,"citation,geospatial,socialscience",15.0,15.0,True,"application/pdf,application/vnd.ms-excel,text/tab-separated-values",13.0,13.0,0.0,0.0
doi:10.7910/DVN/VA2MER,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/VA2MER,2.0,1.0,2018-07-16 15:10:36+00:00,2018-07-20 12:58:26+00:00,951.0,947.0,2743.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",30.0,30.0,True,"application/pdf,application/vnd.ms-excel,text/tab-separated-values",27.0,27.0,0.0,0.0
doi:10.7910/DVN/VEZ9HJ,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/VEZ9HJ,2.0,1.0,2021-02-09 20:01:50+00:00,2021-02-09 20:29:00+00:00,12.0,12.0,764.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",3.0,3.0,True,"application/pdf,text/tab-separated-values",2.0,2.0,0.0,3.0
doi:10.7910/DVN/VFGYYM,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/VFGYYM,2.0,1.0,2019-05-30 13:38:49+00:00,2019-05-30 14:19:18+00:00,633.0,633.0,403.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/VFUFLZ,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/VFUFLZ,2.0,1.0,2017-08-30 19:28:02+00:00,2019-04-10 15:50:46+00:00,1271.0,683.0,766.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",5.0,0.0,True,application/vnd.ms-excel,0.0,0.0,0.0,5.0
doi:10.7910/DVN/VKIMH0,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/VKIMH0,4.0,2.0,2011-12-08 00:00:00+00:00,2018-08-16 19:40:58+00:00,3364.0,920.0,1852.0,True,NONE,True,False,3.0,0.0,"citation,geospatial",107.0,0.0,True,"application/octet-stream,application/pdf,application/vnd.ms-excel,application/zip,text/tab-separated-values",73.0,73.0,0.0,107.0
doi:10.7910/DVN/VPTJZY,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/VPTJZY,1.0,1.0,2018-11-28 15:02:43+00:00,2018-11-28 15:02:43+00:00,816.0,816.0,1676.0,True,None,True,False,0.0,0.0,"citation,geospatial,socialscience",25.0,25.0,True,"application/pdf,application/vnd.ms-excel,text/tab-separated-values",22.0,22.0,0.0,0.0
doi:10.7910/DVN/VRTE2L,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/VRTE2L,2.0,1.0,2015-11-03 18:47:21+00:00,2015-11-16 20:51:17+00:00,1937.0,1924.0,1217.0,True,CC0,True,False,1.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/VS4FBU,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/VS4FBU,5.0,1.0,2017-08-30 18:02:01+00:00,2019-04-10 15:58:10+00:00,1271.0,683.0,2663.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",1.0,1.0,True,application/vnd.ms-excel,0.0,0.0,0.0,1.0
doi:10.7910/DVN/VVMFBL,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/VVMFBL,3.0,1.0,2017-09-01 14:25:40+00:00,2019-04-10 15:47:56+00:00,1269.0,683.0,60.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",1.0,0.0,True,application/vnd.ms-excel,0.0,0.0,0.0,1.0
doi:10.7910/DVN/VXCJVV,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/VXCJVV,3.0,1.0,2008-12-18 00:00:00+00:00,2020-02-25 19:04:59+00:00,4449.0,362.0,1056.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",3.0,0.0,True,"application/pdf,application/vnd.ms-excel",0.0,0.0,0.0,0.0
doi:10.7910/DVN/VZQ0QU,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/VZQ0QU,1.0,1.0,2020-03-26 15:13:32+00:00,2020-03-26 15:13:32+00:00,332.0,332.0,3476.0,True,NONE,True,False,2.0,2.0,"citation,geospatial,socialscience",5.0,5.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
